HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Minimum Submitted Charge Amount,Maximum Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Allowed Amount,Minimum Medicare Allowed Amount,Maximum Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Medicare Payment Amount,Minimum Medicare Payment Amount,Maximum Medicare Payment Amount,Standard Deviation of Medicare Payment Amount
90867,Transcranial magnetic stimulation initial mapping motor threshold determination delivery and management,N,F,7,32,32,32,477.16,200.00,667.00,212.36,179.13,166.58,188.15,4.63,143.30,133.26,150.52,3.71
90867,Transcranial magnetic stimulation initial mapping motor threshold determination delivery and management,N,O,46,239,205,239,518.21,46.86,1760.00,252.06,355.14,17.56,500.00,78.43,282.94,14.05,345.58,62.13
90868,Transcranial magnetic stimulation subsequent delivery and management per session,N,F,11,869,61,868,225.62,30.00,623.00,171.98,24.61,22.58,24.93,0.63,19.51,18.06,19.94,0.48
90868,Transcranial magnetic stimulation subsequent delivery and management per session,N,O,46,5276,237,5076,389.09,46.09,750.00,119.30,187.77,35.78,214.86,17.49,148.79,28.62,171.89,14.77
90869,Transcranial magnetic stimulation subsequent motor threshold re-determination delivery and management,N,O,22,300,86,300,580.93,89.14,1400.00,168.64,498.04,89.14,518.08,43.10,395.52,71.31,414.46,41.77
90870,Shock treatment and monitoring,N,F,1288,142118,24572,142013,269.31,43.34,1780.94,117.36,106.36,7.03,117.24,4.66,71.34,0.00,93.68,7.46
90870,Shock treatment and monitoring,N,O,151,1303,491,1301,283.34,83.53,675.00,102.89,163.73,80.67,200.07,15.13,96.36,0.00,120.04,11.85
90880,Hypnotherapy,N,F,12,328,93,327,142.22,106.88,332.00,30.14,82.49,76.55,98.98,9.33,53.17,43.58,78.12,12.87
90880,Hypnotherapy,N,O,135,3949,425,3924,171.97,65.00,350.00,40.40,99.51,5.44,106.55,6.95,59.07,0.00,63.93,5.10
90899,Psychiatric service or procedure,N,F,9,68,20,24,41.03,20.00,432.00,59.58,32.67,19.06,135.70,33.23,19.60,11.43,81.42,19.94
90901,Biofeedback training,N,F,16,229,133,229,88.33,17.40,262.00,35.07,18.62,16.69,20.98,1.38,13.68,0.00,16.78,1.54
90901,Biofeedback training,N,O,330,8033,1868,8027,92.51,17.00,370.00,64.44,39.31,17.00,47.19,5.95,30.98,0.00,37.75,4.94
90911,"Biofeedback training, perineal muscles, anorectal or urethral sphincter",N,F,73,1429,575,1429,209.03,44.21,675.00,122.56,41.85,35.88,49.91,4.97,32.43,15.76,39.93,4.37
90911,"Biofeedback training, perineal muscles, anorectal or urethral sphincter",N,O,1101,23585,7807,23571,197.10,30.00,924.00,96.01,85.93,15.33,105.46,7.86,67.24,0.00,84.37,7.21
90935,Hemodialysis procedure with one physician evaluation,N,F,8385,1302762,488294,1295686,236.27,57.05,2500.00,128.01,72.93,2.78,98.43,3.80,57.94,0.00,78.74,3.20
90935,Hemodialysis procedure with one physician evaluation,N,O,672,8730,2041,8600,209.01,23.00,900.00,102.32,73.19,3.06,98.43,5.01,56.74,0.00,78.74,6.68
90937,Hemodialysis procedure with repeated evaluations,N,F,2963,78680,33032,78323,366.05,73.71,2190.00,219.80,105.76,3.81,140.35,6.13,84.14,0.00,112.28,5.16
90937,Hemodialysis procedure with repeated evaluations,N,O,57,1639,208,1636,272.63,91.91,881.00,86.15,108.62,91.91,140.35,6.50,86.04,25.46,112.28,5.39
90945,Dialysis procedure (other than hemodialysis) including one evaluation,N,F,5801,138128,45588,134316,248.85,66.76,1334.00,121.14,83.00,8.09,110.87,4.54,65.58,0.00,88.70,4.66
90945,Dialysis procedure (other than hemodialysis) including one evaluation,N,O,109,1017,283,853,187.48,10.00,692.00,107.45,74.44,10.00,110.87,24.49,57.51,8.00,88.70,19.64
90947,Dialysis procedure (other than hemodialysis) including evaluation,N,F,1467,14349,5648,14013,394.73,106.43,2034.00,199.79,123.36,22.90,166.18,7.06,98.04,0.00,132.94,6.54
90947,Dialysis procedure (other than hemodialysis) including evaluation,N,O,22,158,44,150,307.57,100.00,545.00,173.27,121.29,91.69,132.74,8.07,94.61,73.35,106.19,7.29
90951,"Dialysis services (4 or more physician visits per month), patient younger than 2 years of age",N,F,12,46,13,46,3324.96,1000.00,3885.00,677.96,958.05,879.99,1055.80,51.87,760.80,608.58,844.64,47.13
90954,"Dialysis services (4 or more physician visits per month), patient 2-11 years of age",N,F,88,545,169,545,2458.17,800.00,7320.00,946.51,801.55,642.08,895.14,34.54,636.31,513.67,716.11,30.45
90954,"Dialysis services (4 or more physician visits per month), patient 2-11 years of age",N,O,16,75,27,75,2411.49,20.00,3475.00,1067.77,767.96,20.00,845.13,93.02,607.59,0.00,676.10,78.94
90955,"Dialysis services (2-3 physician visits per month), patient 2-11 years of age",N,F,51,156,77,156,1371.80,675.00,4588.00,635.21,457.98,424.84,499.19,18.36,360.88,40.00,394.87,38.74
90956,"Dialysis services (1 physician visit per month), patient 2-11 years of age",N,F,31,124,43,124,973.56,582.00,1475.00,232.64,319.53,280.33,341.72,13.59,253.82,209.54,273.38,13.40
90956,"Dialysis services (1 physician visit per month), patient 2-11 years of age",N,O,11,36,14,36,834.00,22.00,1663.00,303.22,297.10,22.00,326.51,51.22,234.57,17.60,261.21,41.68
90957,"Dialysis services (4 or more physician visits per month), patient 12-19 years of age",N,F,160,1504,411,1504,2081.33,400.00,5880.00,840.24,640.95,400.00,717.81,38.85,502.45,0.00,574.25,49.33
90957,"Dialysis services (4 or more physician visits per month), patient 12-19 years of age",N,O,342,1450,420,1450,1204.71,300.00,3524.00,655.44,603.31,300.00,851.91,78.41,477.58,0.00,681.53,70.94
90958,"Dialysis services (1 physician visit per month), patient 12-19 years of age",N,F,109,370,178,370,1286.17,400.00,2744.00,429.52,436.48,284.67,488.00,24.67,336.59,0.00,390.40,53.18
90958,"Dialysis services (1 physician visit per month), patient 12-19 years of age",N,O,242,614,270,614,903.23,16.00,3848.80,469.27,420.13,16.00,575.35,34.88,333.54,12.80,460.28,30.55
90959,"Dialysis services (1 physician visit per month), patient 12-19 years of age",N,F,66,369,128,369,917.88,300.00,2363.00,295.46,298.75,272.93,330.19,13.23,234.42,0.00,264.15,23.22
90959,"Dialysis services (1 physician visit per month), patient 12-19 years of age",N,O,69,238,91,238,732.59,278.94,1544.00,235.93,290.55,232.08,326.34,17.13,228.81,125.48,261.07,21.44
90960,"Dialysis services (4 or more physician visits per month), patient 20 years of age and older",N,F,1096,153724,34078,153628,667.53,243.22,4500.00,311.22,287.09,223.98,324.07,17.49,226.68,86.40,259.26,15.02
90960,"Dialysis services (4 or more physician visits per month), patient 20 years of age and older",N,O,7051,2070963,431143,2053798,610.51,16.43,4500.00,273.24,279.81,16.43,373.14,28.50,220.82,0.00,298.51,22.85
90961,"Dialysis services (2-3 physician visits per month), patient 20 years of age and older",N,F,1070,49245,20464,49240,575.60,220.82,2648.57,272.36,236.83,186.20,270.18,16.14,187.42,0.00,216.14,13.93
90961,"Dialysis services (2-3 physician visits per month), patient 20 years of age and older",N,O,7240,605645,261445,605340,512.05,50.00,2546.00,208.24,233.22,50.00,309.79,14.22,184.40,0.00,247.50,11.96
90962,"Dialysis services (1 physician visit per month), patient 20 years of age and older",N,F,931,17008,7672,17008,460.24,47.70,1507.00,225.93,181.92,47.70,206.40,13.75,143.51,15.00,165.12,12.32
90962,"Dialysis services (1 physician visit per month), patient 20 years of age and older",N,O,6774,174334,84640,174159,402.86,46.86,1842.00,170.38,177.69,46.86,234.33,12.25,139.94,0.00,187.46,11.13
90963,"Home dialysis services, patient younger than 2 years of age",N,F,44,202,71,202,1751.85,850.00,4832.50,698.24,534.98,486.92,609.72,22.61,417.20,0.00,487.78,55.63
90963,"Home dialysis services, patient younger than 2 years of age",N,O,25,87,31,87,1616.41,400.00,3611.00,690.95,535.93,400.00,567.87,26.32,421.38,208.27,454.30,41.32
90964,"Home dialysis services, patient 2-11 years of age",N,F,101,677,201,677,1484.57,871.00,4205.00,527.43,463.08,390.61,525.49,19.77,362.40,183.93,420.39,26.10
90964,"Home dialysis services, patient 2-11 years of age",N,O,67,466,115,466,1229.62,403.00,2292.00,394.44,449.53,380.83,621.81,26.83,342.13,122.55,427.14,42.12
90965,"Home dialysis services, patient 12-19 years of age",N,F,114,962,268,962,1286.43,392.41,4000.00,403.49,439.28,355.35,492.78,19.94,340.59,0.00,394.22,33.65
90965,"Home dialysis services, patient 12-19 years of age",N,O,169,935,248,935,1050.55,27.00,2398.00,493.76,433.68,27.00,592.35,28.46,338.98,20.00,473.88,39.49
92283,Extended color vision examination,N,F,53,117,110,117,52.25,19.00,223.00,40.68,9.54,8.33,49.23,3.74,7.41,0.00,39.38,3.11
90966,"Home dialysis services, patient 20 years of age or older",N,F,537,16645,3613,16641,588.39,208.33,1542.71,256.07,232.64,170.16,268.79,13.06,181.88,0.00,215.03,13.15
90966,"Home dialysis services, patient 20 years of age or older",N,O,4939,250855,50792,250571,539.49,8.64,2625.00,223.97,231.56,8.64,308.70,13.40,180.02,0.00,246.96,13.22
90967,"Dialysis services, per day (less than full month service), patient younger than 2 years of age",N,F,32,1538,41,1316,68.77,20.00,290.00,44.97,18.35,16.43,20.82,0.89,14.47,6.34,16.66,0.95
90967,"Dialysis services, per day (less than full month service), patient younger than 2 years of age",N,O,21,602,23,496,50.56,15.92,107.00,18.42,17.97,14.88,20.00,0.72,13.74,0.00,16.00,2.91
90968,"Dialysis services, per day (less than full month service), patient 2-11 years of age",N,F,93,4968,149,3855,54.95,15.55,189.00,22.57,15.09,13.64,17.14,0.61,11.97,0.00,13.71,0.89
90968,"Dialysis services, per day (less than full month service), patient 2-11 years of age",N,O,42,1873,62,983,43.61,13.52,90.47,17.08,14.72,12.37,16.40,0.64,11.62,1.18,13.12,1.22
90969,"Dialysis services, per day (less than full month service), patient 12-19 years of age",N,F,114,6093,209,4489,50.37,15.55,195.00,17.38,14.81,12.33,16.76,0.68,11.64,0.00,13.41,0.97
90969,"Dialysis services, per day (less than full month service), patient 12-19 years of age",N,O,120,4248,158,2094,38.32,13.03,351.00,19.22,14.40,11.77,19.75,0.86,11.24,0.00,15.80,1.28
90970,"Dialysis services, per day (less than full month service), patient 20 years of age or older",N,F,796,91967,5471,40903,23.25,6.70,816.00,16.02,7.90,4.89,8.99,0.50,6.26,0.00,7.19,0.45
90970,"Dialysis services, per day (less than full month service), patient 20 years of age or older",N,O,5051,1260742,61745,310099,21.28,0.60,600.00,13.14,7.78,0.60,10.28,0.44,6.16,0.00,8.22,0.41
90989,"Dialysis training, patient helper, completed course",N,F,134,302,259,267,718.86,25.00,2299.00,407.57,438.08,25.00,500.00,157.12,344.31,0.00,400.00,126.84
90989,"Dialysis training, patient helper, completed course",N,O,1718,4884,4469,4600,784.33,30.84,3000.00,404.31,459.89,30.84,500.00,124.71,357.49,0.00,400.00,102.53
90993,"Dialysis training, patient helper, course not completed",N,F,13,45,15,44,283.96,20.00,420.00,127.60,20.00,20.00,20.00,0.00,14.58,10.18,16.00,2.50
90993,"Dialysis training, patient helper, course not completed",N,O,157,1138,309,793,88.88,11.21,1025.00,113.47,19.25,6.67,20.00,2.16,14.93,0.00,16.00,2.77
90997,Removal of toxins from blood,N,F,7,245,50,245,656.50,250.00,900.00,290.13,90.01,75.17,98.80,4.55,72.01,60.14,79.03,3.64
90999,Inpatient or outpatient dialysis services,N,F,52,928,387,927,695.51,26.00,1200.00,147.93,94.70,7.44,592.52,21.29,75.70,5.95,474.02,17.04
91010,Measurement of esophageal swallowing movement,N,F,2061,15549,15359,15507,290.72,10.00,1311.00,162.79,68.12,10.00,217.51,4.37,52.83,0.00,149.55,4.79
91010,Measurement of esophageal swallowing movement,N,O,694,5044,4903,5035,446.90,8.65,2869.00,239.33,158.03,8.65,236.73,48.74,122.25,0.00,189.38,38.54
91013,Measurement of esophageal swallowing movement,N,F,19,49,47,49,91.55,20.00,230.00,53.70,9.53,8.98,10.48,0.50,7.57,7.18,8.29,0.31
91013,Measurement of esophageal swallowing movement,N,O,7,29,29,29,147.44,43.00,400.00,127.86,23.81,18.27,28.17,3.86,18.33,14.62,22.40,2.55
91020,Studies of the spontaneous stomach movement function,N,F,93,367,357,367,292.46,36.00,743.34,110.04,79.42,19.17,200.00,11.64,62.31,15.34,160.00,9.98
91020,Studies of the spontaneous stomach movement function,N,O,46,147,145,147,433.34,29.56,766.80,177.54,161.66,29.56,265.84,78.44,126.98,23.65,212.67,63.00
91022,Study of movement of the upper small bowel (duodenum),N,F,15,92,91,92,300.34,166.00,454.50,63.27,85.53,72.54,89.53,5.74,66.49,49.57,71.62,7.38
91030,Test for esophageal reflux disease,N,F,12,33,33,33,123.06,97.00,346.00,60.35,46.65,45.79,56.02,1.93,33.97,29.30,44.82,3.92
91030,Test for esophageal reflux disease,N,O,6,13,13,13,360.39,189.00,540.00,148.27,133.82,50.16,153.41,25.43,98.45,40.13,122.73,23.61
91034,Monitoring and recording of gastroesophageal reflux through nose including analysis and interpretation,N,F,671,2879,2821,2878,263.41,49.67,6500.00,244.76,51.53,41.92,226.79,6.81,39.69,0.00,181.43,6.49
91034,Monitoring and recording of gastroesophageal reflux through nose including analysis and interpretation,N,O,437,2535,2460,2509,485.52,50.72,3463.00,263.12,183.97,34.62,257.15,43.34,143.10,0.00,203.66,34.71
92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,F,2773,251047,211343,251039,181.21,45.00,747.00,84.79,78.67,45.00,103.08,4.64,55.93,0.00,82.46,5.72
91035,Monitoring and recording of gastroesophageal reflux with pH electrode insertion including analysis and interpretation,N,F,1684,5503,5371,5495,501.49,12.00,3575.85,476.14,95.01,11.28,664.08,66.87,74.28,0.00,531.26,52.90
91035,Monitoring and recording of gastroesophageal reflux with pH electrode insertion including analysis and interpretation,N,O,902,3308,3273,3308,945.63,80.51,5003.25,514.07,421.26,61.07,664.08,157.34,331.59,0.00,531.26,126.55
91037,Monitoring of gastroesophageal reflux including analysis and interpretation,N,F,273,1972,1949,1966,246.68,56.49,1500.00,156.21,53.21,44.09,159.13,4.42,41.70,20.06,127.30,3.95
91037,Monitoring of gastroesophageal reflux including analysis and interpretation,N,O,170,1636,1603,1636,436.96,97.00,1728.45,210.60,163.55,49.48,213.99,28.06,127.25,0.00,171.19,23.54
91038,Monitoring of gastroesophageal reflux including analysis and interpretation,N,F,339,2126,2108,2123,286.17,58.48,1845.07,278.40,59.00,47.26,375.07,10.37,45.70,0.00,300.06,8.84
91038,Monitoring of gastroesophageal reflux including analysis and interpretation,N,O,141,699,695,699,551.97,62.63,2311.00,297.89,329.66,54.46,524.68,127.67,258.47,13.46,419.74,101.00
91040,Evaluation of non-cardiac chest pain using esophageal balloon,N,O,7,29,26,29,380.52,46.91,575.00,142.83,262.33,46.91,346.40,69.13,209.86,37.53,277.12,55.30
91065,Measurement of hydrogen in breath to test for GI symptoms,N,F,337,4623,4117,4498,92.04,10.26,567.97,75.35,10.80,8.48,99.65,2.71,8.27,0.00,79.72,2.26
91065,Measurement of hydrogen in breath to test for GI symptoms,N,O,1730,20584,16018,20234,195.88,18.00,1500.00,102.99,85.80,9.96,118.75,16.66,65.69,0.00,95.00,13.87
91110,Administration of oral capsule for evaluation using an endoscope,N,F,2796,14438,14039,14423,988.67,157.47,8799.00,808.32,201.46,73.57,1144.28,66.03,159.53,0.00,915.42,53.32
91110,Administration of oral capsule for evaluation using an endoscope,N,O,4900,35891,34811,35471,1997.95,70.00,12862.00,905.86,896.84,70.00,1238.00,158.74,708.26,0.00,990.40,129.09
91111,Administration of oral capsule for evaluation using an endoscope,N,F,41,86,84,85,773.23,55.68,3106.17,771.09,55.54,50.22,71.57,5.85,43.29,28.63,57.26,5.55
91111,Administration of oral capsule for evaluation using an endoscope,N,O,51,142,136,142,1474.81,40.00,4000.00,632.36,790.26,40.00,923.05,209.47,623.43,25.00,738.44,174.85
91120,Testing of tone and sensation of rectum and anus,N,F,125,1637,1621,1636,305.53,37.84,2629.60,376.06,51.61,37.84,479.36,20.72,40.58,20.98,383.49,16.68
91120,Testing of tone and sensation of rectum and anus,N,O,217,3147,2922,3142,854.09,53.77,5189.00,535.60,372.92,48.48,535.00,102.82,293.83,21.37,427.32,82.07
91122,Study of anorectal pressure generated by muscles surrounding anus (sphincter),N,F,527,5206,4788,5139,364.07,94.77,1894.64,202.77,89.03,19.26,259.72,11.80,69.54,0.00,207.78,10.10
91122,Study of anorectal pressure generated by muscles surrounding anus (sphincter),N,O,1044,22394,12502,22243,537.29,40.00,5000.00,455.87,218.68,40.00,287.79,38.22,171.33,0.00,230.23,31.41
91132,Recording of gastrointestinal electrical activity of stomach,N,F,2,15,13,15,122.00,107.00,152.00,21.21,27.69,26.73,29.62,1.36,22.15,21.38,23.69,1.09
91133,Recording of electrical activity of stomach with administration of drug,N,F,6,58,58,58,119.48,105.00,175.00,28.36,51.60,41.04,105.00,11.02,39.87,32.83,84.00,8.79
91133,Recording of electrical activity of stomach with administration of drug,N,O,4,57,57,57,726.14,65.00,750.00,125.12,212.53,39.43,219.60,30.68,168.06,31.54,173.92,24.20
91299,Procedure for gastrointestinal diagnosis,N,O,16,19,19,19,356.32,150.00,700.00,138.11,276.92,25.23,500.00,128.20,221.54,20.18,400.00,102.56
92002,"Eye and medical examination for diagnosis and treatment, new patient",N,F,1344,9005,8990,9005,130.70,42.00,350.46,58.04,48.42,37.60,62.48,3.23,35.09,0.00,44.77,5.78
92002,"Eye and medical examination for diagnosis and treatment, new patient",N,O,19394,212148,211936,212131,107.68,9.00,1087.50,40.94,76.08,9.00,96.30,7.80,50.88,0.00,77.04,10.57
92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,F,2350,73795,73669,73784,211.34,59.00,740.00,103.15,98.91,20.18,129.76,5.97,71.51,0.00,103.81,8.56
92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,O,38060,2156587,2154986,2156328,177.96,19.00,3287.45,62.26,139.28,19.00,179.52,17.92,94.70,0.00,143.62,16.49
92012,"Eye and medical examination for diagnosis and treatment, established patient",N,F,2652,154051,107106,154049,131.37,29.00,408.00,63.08,52.22,29.00,67.43,3.32,37.83,0.00,53.94,3.90
92012,"Eye and medical examination for diagnosis and treatment, established patient",N,O,30771,6658615,4056948,6657869,111.03,0.50,600.00,35.03,83.10,0.50,101.46,7.07,59.46,0.00,81.17,7.07
92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,O,40330,11246844,9534734,11245914,152.40,15.00,690.14,48.21,118.02,15.00,147.39,11.88,81.50,0.00,117.91,10.87
92015,Assessment for prescriptive eye wear using a range of lens powers,N,O,117,208,208,208,40.02,10.00,155.00,23.28,0.96,0.01,20.01,1.92,0.74,0.00,16.01,1.54
92018,Diagnostic eye examination under general anesthesia,N,F,658,1041,939,1034,317.59,120.00,3000.00,171.71,137.95,55.46,183.54,7.72,104.13,0.00,146.83,20.13
92018,Diagnostic eye examination under general anesthesia,N,O,90,142,138,140,215.79,14.00,800.00,136.92,119.16,14.00,183.54,40.88,88.86,0.00,146.83,37.39
92019,Diagnostic eye examination under general anesthesia,N,F,67,90,84,90,185.76,24.00,450.00,87.69,66.57,24.00,73.72,5.15,49.84,0.00,58.98,12.28
92019,Diagnostic eye examination under general anesthesia,N,O,78,132,124,132,79.80,5.00,250.00,47.89,55.98,5.00,74.55,18.09,39.31,0.00,59.64,16.77
92020,Examination of cornea and iris using lens device and slit lamp,N,F,1149,23415,21627,23412,70.29,16.26,200.00,31.51,21.28,16.26,27.19,1.34,15.85,0.00,21.75,1.69
92020,Examination of cornea and iris using lens device and slit lamp,N,O,20332,841810,759706,841268,59.40,8.00,500.00,26.19,27.26,8.00,34.00,1.95,20.65,0.00,27.20,2.21
92025,Computerized mapping of corneal curvature,N,F,454,4707,3999,4705,77.24,18.63,300.00,32.35,19.17,10.48,36.52,1.48,14.27,0.00,29.22,1.80
92025,Computerized mapping of corneal curvature,N,O,7043,125154,106246,123512,99.27,0.01,750.00,64.03,36.25,0.01,45.53,4.18,27.88,0.00,36.42,3.78
92060,Measurement of eye muscles to detect deviation of eyeball,N,F,314,6097,4868,6096,118.67,35.35,293.65,43.27,38.35,30.78,71.44,3.00,29.23,0.00,57.15,3.04
92060,Measurement of eye muscles to detect deviation of eyeball,N,O,4192,88765,62863,87864,99.61,15.00,1013.00,41.50,62.36,15.00,77.26,7.18,48.02,0.00,61.81,6.36
92065,Exercises to correct eyeball muscle imbalances,N,F,13,193,152,193,107.01,50.00,339.00,28.08,18.42,17.01,60.81,3.13,13.95,0.00,15.58,1.35
92065,Exercises to correct eyeball muscle imbalances,N,O,349,19343,3281,19270,72.86,8.00,280.00,29.09,50.17,8.00,64.42,5.92,39.24,0.00,50.98,4.86
92071,Fitting of contact lens for treatment of ocular surface disease,N,F,399,1895,1347,1834,136.47,32.43,500.00,65.42,34.37,23.75,62.82,1.72,26.86,0.00,50.26,2.41
92071,Fitting of contact lens for treatment of ocular surface disease,N,O,7846,42292,24816,40484,96.80,4.76,1026.80,52.78,37.24,4.76,78.48,2.96,28.78,0.00,60.27,3.59
92072,Fitting of contact lens for management of corneal degeneration,N,F,41,79,78,79,240.09,59.00,645.67,141.03,90.27,59.00,102.96,11.37,68.18,0.00,82.37,16.91
92072,Fitting of contact lens for management of corneal degeneration,N,O,832,1804,1401,1747,168.10,19.00,2000.00,114.40,106.00,19.00,200.00,23.69,82.23,0.00,132.53,21.46
92081,Measurement of field of vision during daylight conditions,N,F,304,3225,2857,2972,71.21,15.00,176.00,20.95,17.62,15.00,52.22,3.47,13.25,0.00,41.78,2.96
92081,Measurement of field of vision during daylight conditions,N,O,6213,111264,99837,107754,80.62,3.00,510.80,37.52,46.00,3.00,62.57,9.05,34.60,0.00,50.06,7.79
92082,Measurement of field of vision during daylight conditions,N,F,549,4366,4141,4336,85.84,18.00,234.00,30.37,22.84,17.46,78.04,4.93,16.98,0.00,60.15,4.37
92082,Measurement of field of vision during daylight conditions,N,O,10745,176976,152109,166422,93.82,9.00,550.00,33.76,66.17,9.00,89.54,10.61,49.94,0.00,71.63,9.37
92083,Measurement of field of vision during daylight conditions,N,F,1983,87157,77873,87127,113.08,26.73,343.00,44.07,28.10,22.80,105.33,3.29,20.26,0.00,84.26,2.89
92083,Measurement of field of vision during daylight conditions,N,O,34407,2714869,2373431,2655369,129.84,7.50,1200.00,50.41,87.18,7.50,115.70,12.92,65.50,0.00,92.56,10.91
92100,Multiple measurements of eye fluid pressure,N,F,151,1348,1108,1348,104.29,40.00,420.00,37.08,49.57,40.00,56.45,3.24,39.12,0.00,45.16,3.59
92100,Multiple measurements of eye fluid pressure,N,O,2360,41781,30032,41716,115.38,5.00,500.00,44.45,91.96,5.00,118.23,17.70,71.03,0.00,94.58,15.30
92132,Diagnostic imaging of eyes,N,F,198,972,861,972,74.63,21.75,300.00,28.93,21.07,18.85,38.80,1.41,15.77,0.00,31.04,2.52
92132,Diagnostic imaging of eyes,N,O,3618,35428,32661,34454,103.32,12.13,600.00,74.48,36.78,11.27,45.88,5.57,28.12,0.00,36.70,5.28
92133,Diagnostic imaging of optic nerve of eye,N,F,1539,54648,51973,54641,98.27,27.71,1200.00,72.57,28.88,4.98,54.53,1.92,20.76,0.00,40.96,2.19
92133,Diagnostic imaging of optic nerve of eye,N,O,26541,2152423,1954294,2108830,109.32,14.90,2510.00,62.03,44.14,12.62,55.05,5.49,33.01,0.00,44.04,4.82
92134,Diagnostic imaging of retina,N,F,1728,161275,79017,161250,100.27,21.66,750.00,39.54,28.93,15.83,54.53,1.69,21.76,0.00,43.62,1.60
92134,Diagnostic imaging of retina,N,O,23108,4273101,2147532,4233342,108.28,10.00,1000.00,56.80,44.41,10.00,55.05,4.66,33.92,0.00,44.04,4.05
92136,Measurement of corneal curvature and depth of eye,N,F,1555,55373,42326,52461,107.41,25.81,514.29,53.95,30.84,24.45,111.16,5.42,23.80,0.00,88.93,4.37
92136,Measurement of corneal curvature and depth of eye,N,O,8841,1507635,908165,1242748,139.55,20.00,832.30,70.54,57.38,14.52,135.48,15.55,44.11,0.00,105.82,12.07
92140,Glaucoma testing of eye fluid pressure,N,F,36,105,104,105,89.76,41.00,250.00,41.55,27.88,23.46,29.36,1.28,21.58,10.42,23.49,2.25
92140,Glaucoma testing of eye fluid pressure,N,O,823,28659,25421,28646,94.83,0.01,307.00,33.95,64.33,0.01,77.56,7.68,49.04,0.00,62.05,7.84
92225,Examination of eye by ophthalmoscope with retinal drawing,N,F,905,37697,22916,23681,78.72,15.31,500.00,36.43,23.72,14.79,47.60,6.07,18.58,0.00,38.08,4.89
92225,Examination of eye by ophthalmoscope with retinal drawing,N,O,12240,887510,549829,579605,71.22,6.00,433.33,41.75,30.39,6.00,59.80,9.17,23.65,0.00,47.84,7.39
92226,Examination of eye by ophthalmoscope with retinal drawing,N,F,560,56103,23568,34216,73.83,12.62,333.33,41.32,20.57,12.62,41.14,4.95,15.71,0.00,32.91,4.00
92226,Examination of eye by ophthalmoscope with retinal drawing,N,O,7833,2430101,887745,1599610,73.19,10.39,360.00,39.96,28.53,10.25,55.36,9.05,22.06,0.00,42.74,7.22
92227,Diagnostic imaging of retina,N,F,3,18,18,18,40.78,39.67,41.00,0.50,13.11,13.11,13.11,0.00,10.49,10.49,10.49,0.00
92227,Diagnostic imaging of retina,N,O,42,396,395,396,30.22,12.00,300.00,26.81,13.04,10.70,14.66,1.23,9.37,0.00,11.73,1.58
92228,Diagnostic imaging of retina,N,F,4,247,246,247,37.86,28.82,66.00,4.68,19.85,19.51,32.67,1.86,14.99,14.60,26.14,1.67
92228,Diagnostic imaging of retina,N,O,9,31,31,31,57.75,25.00,100.00,25.76,21.92,18.13,39.26,5.82,16.26,8.57,31.41,5.33
92230,Examination of retinal blood vessels by ophthalmoscope,N,F,25,33,31,31,138.53,48.00,300.00,63.62,33.07,30.03,35.81,1.98,26.46,24.02,28.65,1.58
92230,Examination of retinal blood vessels by ophthalmoscope,N,O,112,565,416,487,218.30,5.00,390.74,139.57,85.33,5.00,130.62,36.17,67.01,0.00,104.10,30.27
92235,Examination of retinal blood vessels by ophthalmoscope,N,F,726,26223,13703,16281,181.21,31.92,650.00,93.29,48.00,31.92,160.13,9.23,37.13,0.00,128.10,7.38
92235,Examination of retinal blood vessels by ophthalmoscope,N,O,4997,1161283,503072,686165,256.21,0.01,1188.00,100.39,150.94,0.01,546.24,42.77,119.02,0.00,436.99,34.07
92240,Examination of eye using an endoscope,N,F,105,793,478,574,218.47,81.00,1460.00,151.11,62.97,57.86,129.42,9.08,49.51,35.49,103.54,6.32
92240,Examination of eye using an endoscope,N,O,853,85619,27943,52831,433.43,15.00,1705.00,152.41,230.29,15.00,481.82,57.93,182.85,12.00,385.46,46.40
92250,Photography of the retina,N,F,1515,35651,31903,35526,98.02,22.68,285.00,47.08,25.45,19.13,86.56,8.38,18.89,0.00,69.25,6.96
92250,Photography of the retina,N,O,29775,2688757,2313196,2638722,111.79,7.50,845.24,46.55,66.84,7.50,87.69,9.62,51.48,0.00,70.15,8.28
92260,Determination of retinal arterial pressure,N,O,165,2950,2465,2950,37.73,13.83,250.00,22.30,19.56,13.83,22.75,1.40,15.17,0.00,18.20,1.54
92265,Application of needle electrodes to eye muscles with recording of muscle movement,N,O,16,164,138,164,118.90,35.00,318.00,116.86,57.59,35.00,101.95,26.12,45.40,5.51,81.56,21.41
92270,Evaluation of retinal response to light,N,F,35,149,144,149,154.35,82.00,340.00,28.86,77.81,38.63,105.90,32.35,61.57,0.00,84.58,26.73
