HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Standardized Payment Amount
99350,"Established patient home visit, typically 60 minutes",N,O,10072,461614,185483,461523,259.63,165.33,122.30,121.64
99354,Prolonged office or other outpatient service first hour,N,F,2334,11998,10942,11999,258.72,92.10,70.72,70.41
99354,Prolonged office or other outpatient service first hour,N,O,14085,233110,150811,233077,180.87,97.60,74.52,75.42
99355,Prolonged office or other outpatient service each 30 minutes beyond first hour,N,F,259,770,618,641,227.54,87.62,69.04,68.61
99355,Prolonged office or other outpatient service each 30 minutes beyond first hour,N,O,1987,25390,9730,18231,173.54,93.05,72.65,74.05
99356,Prolonged inpatient or observation hospital service first hour,N,F,14430,185154,135346,185057,196.95,89.13,69.40,69.53
99356,Prolonged inpatient or observation hospital service first hour,N,O,882,11480,8144,11480,145.72,83.32,64.31,65.36
99357,Prolonged inpatient or observation hospital service each 30 minutes beyond first hour,N,F,2648,12293,9023,10500,186.84,87.53,68.31,69.07
99357,Prolonged inpatient or observation hospital service each 30 minutes beyond first hour,N,O,144,590,488,549,128.76,81.12,63.48,64.95
99406,"Smoking and tobacco use intermediate counseling, greater than 3 minutes up to 10 minutes",N,F,6875,33087,29974,33087,40.65,12.07,10.13,10.30
99406,"Smoking and tobacco use intermediate counseling, greater than 3 minutes up to 10 minutes",N,O,30000,248542,183929,248531,32.02,13.74,11.05,11.32
99407,"Smoking and tobacco use intensive counseling, greater than 10 minutes",N,F,1311,6155,5462,6154,71.17,25.16,21.15,21.46
99407,"Smoking and tobacco use intensive counseling, greater than 10 minutes",N,O,6948,43390,31530,43388,57.07,27.42,22.42,22.51
99415,Prolonged office or other outpatient service by clinical staff - first hour,N,O,335,2155,1751,2155,49.16,8.97,6.85,6.84
99416,Prolonged office or other outpatient service by clinical staff - each additional 30 minutes,N,O,65,200,162,174,85.60,4.73,3.66,3.88
99460,Initial hospital or birthing center newborn infant evaluation and management per day,N,O,6,11,11,11,86.01,85.73,66.86,76.00
99471,"Initial inpatient hospital critical care of infant or young child, 29 days through 24 months of age, per day",N,F,18,19,18,19,3288.74,887.38,682.93,687.90
99472,"Subsequent inpatient hospital critical care of infant or young child, 29 days through 24 months of age, per day",N,F,79,249,80,249,1508.08,417.48,323.95,323.96
99475,"Initial inpatient hospital critical care of infant or young child, 2 through 5 years of age, per day",N,F,78,89,85,89,1892.87,582.22,435.56,455.12
99476,"Subsequent inpatient hospital critical care of infant or young child, 2 through 5 years of age, per day",N,F,144,494,159,494,1323.23,351.28,270.06,274.80
99490,Chronic care management services at least 20 minutes per calendar month,N,F,653,31232,8176,31232,72.52,30.12,23.10,23.85
99490,Chronic care management services at least 20 minutes per calendar month,N,O,13504,2411605,605912,2379495,66.91,39.58,29.52,29.73
99495,"Transitional care management services, moderately complexity, requiring face-to-face visits within 14 days of discharge",N,F,3172,20855,19236,20855,275.36,107.16,81.21,82.25
99495,"Transitional care management services, moderately complexity, requiring face-to-face visits within 14 days of discharge",N,O,51317,469996,429195,469501,299.42,157.61,119.91,121.88
99496,"Transitional care management services, highly complexity, requiring face-to-face visits within 7 days of discharge",N,F,2741,18832,17158,18831,407.66,156.67,119.47,120.05
99496,"Transitional care management services, highly complexity, requiring face-to-face visits within 7 days of discharge",N,O,44971,439727,392783,438250,400.30,224.63,172.57,174.84
99497,Advance care planning by the physician or other qualified health care professional,N,F,7945,100632,85894,100609,182.58,77.54,60.48,60.14
99497,Advance care planning by the physician or other qualified health care professional,N,O,16665,518874,495222,518652,137.97,84.02,69.98,70.32
99498,Advance care planning by the physician or other qualified health care professional,N,F,1552,6924,6036,6538,169.00,71.46,55.78,55.14
99498,Advance care planning by the physician or other qualified health care professional,N,O,1166,6029,5736,5942,124.93,69.50,54.96,53.82
99499,Evaluation and management service,N,O,136,530,475,526,51.78,15.08,10.65,11.00
A0425,"Ground mileage, per statute mile",N,F,10101,140636673,6880250,12193420,16.82,7.87,6.15,6.04
A0426,"Ambulance service, advanced life support, non-emergency transport, level 1 (als 1)",N,F,2909,360463,316473,353285,910.69,269.25,208.42,209.24
A0427,"Ambulance service, advanced life support, emergency transport, level 1 (als 1 - emergency)",N,F,8376,4997361,3509840,4961397,1034.73,427.44,330.34,331.09
A0428,"Ambulance service, basic life support, non-emergency transport, (bls)",N,F,4705,5352898,1986480,4045010,604.57,215.80,167.99,167.90
A0429,"Ambulance service, basic life support, emergency transport (bls-emergency)",N,F,9644,2966403,2157430,2952413,759.17,366.29,282.59,283.39
A0430,"Ambulance service, conventional air services, transport, one way (fixed wing)",N,F,106,12499,11672,12463,20076.19,4270.54,3331.31,3344.68
A0431,"Ambulance service, conventional air services, transport, one way (rotary wing)",N,F,304,68270,66458,68201,24294.74,4624.01,3605.66,3619.42
A0432,"Paramedic intercept (pi), rural area, transport furnished by a volunteer ambulance company which is prohibited by state law from billing third party payers",N,F,61,2280,2005,2279,797.48,391.13,299.49,300.90
A0433,"Advanced life support, level 2 (als 2)",N,F,5696,112907,109672,112674,1219.70,617.00,477.29,478.93
A0434,Specialty care transport (sct),N,F,1248,92048,79386,90592,2313.56,756.73,589.98,592.37
A0435,"Fixed wing air mileage, per statute mile",N,F,106,2452392,11620,12406,138.38,11.91,9.30,9.01
A0436,"Rotary wing air mileage, per statute mile",N,F,305,4118005,66043,67778,245.37,31.67,24.76,24.67
A0999,Unlisted ambulance service,N,F,174,2506,1222,1464,519.50,254.65,199.17,199.57
A4220,Refill kit for implantable infusion pump,N,O,62,5961,1661,5945,61.88,59.50,45.87,45.92
A4290,"Sacral nerve stimulation test lead, each",N,O,7,14,12,12,618.43,189.93,145.05,145.05
A4353,"Intermittent urinary catheter, with insertion supplies",N,O,25,39,39,39,27.99,7.73,5.77,5.95
A4561,"Pessary, rubber, any type",N,O,3259,8648,7410,8646,72.54,22.53,16.55,16.54
A4562,"Pessary, non rubber, any type",N,F,23,37,33,37,80.10,56.36,44.19,43.79
A4562,"Pessary, non rubber, any type",N,O,7417,37502,31111,37492,95.01,55.38,41.12,41.69
A4565,Slings,N,F,8,72,72,72,22.18,8.51,6.67,6.67
A4565,Slings,N,O,11381,30038,29669,29954,21.69,8.41,6.13,6.28
A4641,"Radiopharmaceutical, diagnostic, not otherwise classified",N,O,71,491,475,478,146.93,114.68,86.75,90.86
A4648,"Tissue marker, implantable, any type, each",N,F,17,106,38,39,293.08,181.04,141.94,141.94
A4648,"Tissue marker, implantable, any type, each",N,O,1381,15809,7693,7713,409.97,191.98,149.01,150.81
A6442,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width less than three inches, per yard",N,O,45,115,96,109,15.12,0.18,0.14,0.14
A6443,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width greater than or equal to three inches and less than five inches, per yard",N,O,37,93,63,75,6.26,0.32,0.24,0.24
A6444,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width greater than or equal to 5 inches, per yard",N,O,16,25,22,23,7.44,0.62,0.47,0.49
A6445,"Conforming bandage, non-elastic, knitted/woven, sterile, width less than three inches, per yard",N,O,10,14,13,14,6.43,0.36,0.28,0.28
A6446,"Conforming bandage, non-elastic, knitted/woven, sterile, width greater than or equal to three inches and less than five inches, per yard",N,O,31,209,79,148,5.72,0.45,0.35,0.35
A6447,"Conforming bandage, non-elastic, knitted/woven, sterile, width greater than or equal to five inches, per yard",N,O,5,20,14,19,7.55,0.75,0.57,0.60
A6448,"Light compression bandage, elastic, knitted/woven, width less than three inches, per yard",N,O,434,2042,1146,1893,14.75,1.26,0.97,0.99
A6449,"Light compression bandage, elastic, knitted/woven, width greater than or equal to three inches and less than five inches, per yard",N,O,761,2789,1852,2220,9.00,1.83,1.39,1.50
A6450,"Light compression bandage, elastic, knitted/woven, width greater than or equal to five inches, per yard",N,O,200,891,511,680,8.32,1.94,1.48,1.51
A6451,"Moderate compression bandage, elastic, knitted/woven, load resistance of 1.25 to 1.34 foot pounds at 50% maximum stretch, width greater than or equal to three inches and less than five inches, per yard",N,O,44,156,110,144,23.35,1.94,1.50,1.50
A6452,"High compression bandage, elastic, knitted/woven, load resistance greater than or equal to 1.35 foot pounds at 50% maximum stretch, width greater than or equal to three inches and less than five inches, per yard",N,O,15,41,29,34,10.41,6.12,4.55,5.03
A6453,"Self-adherent bandage, elastic, non-knitted/non-woven, width less than three inches, per yard",N,O,71,429,198,319,7.44,0.69,0.53,0.54
A6454,"Self-adherent bandage, elastic, non-knitted/non-woven, width greater than or equal to three inches and less than five inches, per yard",N,O,119,611,255,435,6.61,0.86,0.64,0.68
A6455,"Self-adherent bandage, elastic, non-knitted/non-woven, width greater than or equal to five inches, per yard",N,O,21,51,39,45,10.75,1.54,1.21,1.21
A6456,"Zinc paste impregnated bandage, non-elastic, knitted/woven, width greater than or equal to three inches and less than five inches, per yard",N,O,52,513,103,276,15.86,1.40,1.10,1.10
A6457,"Tubular dressing with or without elastic, any width, per linear yard",N,O,52,612,148,288,6.08,1.26,0.97,0.97
A7048,"Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each",N,O,12,29810,589,8827,71.67,46.25,36.08,36.28
A9500,"Technetium tc-99m sestamibi, diagnostic, per study dose",N,O,8518,1038952,620797,628492,271.70,132.65,102.83,104.05
A9502,"Technetium tc-99m tetrofosmin, diagnostic, per study dose",N,O,3811,489107,310111,313309,269.74,107.34,83.27,84.14
A9503,"Technetium tc-99m medronate, diagnostic, per study dose, up to 30 millicuries",N,O,2404,45215,43204,44852,62.38,21.61,16.72,16.86
A9505,"Thallium tl-201 thallous chloride, diagnostic, per millicurie",N,O,1130,235640,69730,70210,172.04,77.95,60.15,61.29
A9507,"Indium in-111 capromab pendetide, diagnostic, per study dose, up to 10 millicuries",N,O,14,40,39,40,4452.40,2135.60,1633.23,1681.47
A9508,"Iodine i-131 iobenguane sulfate, diagnostic, per 0.5 millicurie",N,O,5,31,31,31,2165.00,1967.22,1542.30,1542.30
A9509,"Iodine i-123 sodium iodide, diagnostic, per millicurie",N,O,77,510,362,362,523.40,275.35,214.07,216.30
A9510,"Technetium tc-99m disofenin, diagnostic, per study dose, up to 15 millicuries",N,O,51,144,140,140,80.71,36.39,27.29,27.43
A9512,"Technetium tc-99m pertechnetate, diagnostic, per millicurie",N,O,286,5748,909,915,28.14,8.42,6.43,6.59
A9516,"Iodine i-123 sodium iodide, diagnostic, per 100 microcuries, up to 999 microcuries",N,O,958,7465,4009,4053,181.86,96.56,74.28,75.56
A9517,"Iodine i-131 sodium iodide capsule(s), therapeutic, per millicurie",N,O,303,28096,792,809,95.77,33.25,25.86,26.09
A9520,"Technetium tc-99m tilmanocept, diagnostic, up to 0.5 millicuries",N,O,49,237,231,234,1140.95,789.03,611.43,620.79
A9521,"Technetium tc-99m exametazime, diagnostic, per study dose, up to 25 millicuries",N,O,32,263,214,225,1555.09,1299.02,1012.20,1019.98
A9526,"Nitrogen n-13 ammonia, diagnostic, per study dose, up to 40 millicuries",N,O,49,7506,3738,3774,552.45,248.97,193.57,195.79
A9528,"Iodine i-131 sodium iodide capsule(s), diagnostic, per millicurie",N,O,114,573,302,307,149.76,60.58,45.53,47.75
A9530,"Iodine i-131 sodium iodide solution, therapeutic, per millicurie",N,O,20,799,46,47,27.66,16.52,12.32,13.13
A9531,"Iodine i-131 sodium iodide, diagnostic, per microcurie (up to 100 microcuries)",N,O,56,661,157,157,36.52,18.12,14.13,14.17
A9537,"Technetium tc-99m mebrofenin, diagnostic, per study dose, up to 15 millicuries",N,O,1788,10203,10180,10197,114.65,51.44,39.67,40.33
A9538,"Technetium tc-99m pyrophosphate, diagnostic, per study dose, up to 25 millicuries",N,O,46,126,125,125,138.73,35.34,26.99,27.71
A9539,"Technetium tc-99m pentetate, diagnostic, per study dose, up to 25 millicuries",N,O,145,767,742,762,124.19,74.44,57.91,57.95
A9540,"Technetium tc-99m macroaggregated albumin, diagnostic, per study dose, up to 10 millicuries",N,O,516,1918,1906,1914,157.20,78.64,60.36,61.97
A9541,"Technetium tc-99m sulfur colloid, diagnostic, per study dose, up to 20 millicuries",N,O,1344,9003,8857,8960,155.13,78.93,60.90,61.93
A9543,"Yttrium y-90 ibritumomab tiuxetan, therapeutic, per treatment dose, up to 40 millicuries",N,O,19,24,24,24,71592.96,46836.88,36720.11,36720.11
A9547,"Indium in-111 oxyquinoline, diagnostic, per 0.5 millicurie",N,O,21,80,80,80,1188.55,1188.55,930.19,930.19
A9548,"Indium in-111 pentetate, diagnostic, per 0.5 millicurie",N,O,61,155,120,122,1747.08,881.15,681.84,692.99
A9551,"Technetium tc-99m succimer, diagnostic, per study dose, up to 10 millicuries",N,O,12,24,24,24,280.13,267.99,199.75,212.96
A9552,"Fluorodeoxyglucose f-18 fdg, diagnostic, per study dose, up to 45 millicuries",N,O,3499,233094,201225,233060,612.33,277.56,216.49,217.32
A9554,"Iodine i-125 sodium iothalamate, diagnostic, per study dose, up to 10 microcuries",N,O,2,964,844,964,1020.51,121.20,92.55,95.02
A9555,"Rubidium rb-82, diagnostic, per study dose, up to 60 millicuries",N,O,765,144074,89589,90186,908.48,498.07,389.16,390.72
A9556,"Gallium ga-67 citrate, diagnostic, per millicurie",N,O,102,705,180,189,97.35,52.90,41.24,41.42
A9557,"Technetium tc-99m bicisate, diagnostic, per study dose, up to 25 millicuries",N,O,18,133,86,88,757.89,602.34,472.20,472.24
A9558,"Xenon xe-133 gas, diagnostic, per 10 millicuries",N,O,76,635,423,423,154.79,112.90,86.70,89.20
A9560,"Technetium tc-99m labeled red blood cells, diagnostic, per study dose, up to 30 millicuries",N,O,1649,7663,7058,7548,200.78,103.09,79.88,80.47
A9561,"Technetium tc-99m oxidronate, diagnostic, per study dose, up to 30 millicuries",N,O,323,5976,5731,5961,110.35,43.74,33.80,34.24
A9562,"Technetium tc-99m mertiatide, diagnostic, per study dose, up to 15 millicuries",N,O,721,3832,3661,3810,713.31,422.19,327.33,330.73
A9567,"Technetium tc-99m pentetate, diagnostic, aerosol, per study dose, up to 75 millicuries",N,O,358,1247,1237,1245,142.13,75.73,58.67,59.55
A9569,"Technetium tc-99m exametazime labeled autologous white blood cells, diagnostic, per study dose",N,O,73,131,131,131,2499.88,1647.89,1282.75,1295.02
A9570,"Indium in-111 labeled autologous white blood cells, diagnostic, per study dose",N,O,111,267,265,267,2651.35,1966.81,1535.98,1542.96
A9572,"Indium in-111 pentetreotide, diagnostic, per study dose, up to 6 millicuries",N,O,187,496,468,496,5762.19,3191.45,2471.01,2512.32
A9575,"Injection, gadoterate meglumine, 0.1 ml",Y,F,13,9881,79,81,5.17,0.21,0.16,0.16
A9575,"Injection, gadoterate meglumine, 0.1 ml",Y,O,1532,8216834,57481,59927,2.13,0.20,0.16,0.16
A9576,"Injection, gadoteridol, (prohance multipack), per ml",Y,O,695,159615,9991,10318,7.20,1.67,1.29,1.31
A9577,"Injection, gadobenate dimeglumine (multihance), per ml",Y,O,3297,1162467,79279,82342,8.69,2.09,1.59,1.61
A9578,"Injection, gadobenate dimeglumine (multihance multipack), per ml",Y,O,164,82551,7177,7569,7.22,2.04,1.56,1.58
A9579,"Injection, gadolinium-based magnetic resonance contrast agent, not otherwise specified (nos), per ml",Y,O,7182,3033438,187324,197073,7.47,1.85,1.43,1.44
A9580,"Sodium fluoride f-18, diagnostic, per study dose, up to 30 millicuries",N,O,563,5143,4746,5143,578.03,164.37,128.72,128.85
A9581,"Injection, gadoxetate disodium, 1 ml",Y,O,1208,60579,5881,6291,33.72,13.65,10.46,10.55
A9582,"Iodine i-123 iobenguane, diagnostic, per study dose, up to 15 millicuries",N,O,21,23,23,23,4426.44,3416.88,2678.84,2678.84
A9583,"Injection, gadofosveset trisodium, 1 ml",Y,O,141,2949,330,331,48.26,15.86,11.94,12.17
A9584,"Iodine 1-123 ioflupane, diagnostic, per study dose, up to 5 millicuries",N,O,189,3129,3128,3129,4022.17,2411.71,1881.64,1892.32
A9585,"Injection, gadobutrol, 0.1 ml",Y,O,4358,12263549,159363,166374,2.05,0.38,0.29,0.30
A9586,"Florbetapir f18, diagnostic, per study dose, up to 10 millicuries",N,O,130,1905,1905,1905,3530.59,2831.74,2218.21,2220.44
A9599,"Radiopharmaceutical, diagnostic, for beta-amyloid positron emission tomography (pet) imaging, per study dose",N,O,67,943,943,943,3439.90,2792.36,2185.60,2189.28
A9604,"Samarium sm-153 lexidronam, therapeutic, per treatment dose, up to 150 millicuries",N,O,8,13,13,13,16725.19,11349.97,8898.38,8898.38
A9606,"Radium ra-223 dichloride, therapeutic, per microcurie",Y,O,362,458488,1359,3679,293.35,134.46,104.24,105.73
A9698,"Non-radioactive contrast imaging material, not otherwise classified, per study",N,O,22,51,46,48,24.20,16.63,13.04,13.04
A9699,"Radiopharmaceutical, therapeutic, not otherwise classified",N,O,6,293,28,58,1000.42,505.21,395.38,395.38
A9700,"Supply of injectable contrast material for use in echocardiography, per study",N,O,57,627,616,626,350.12,123.30,96.32,96.73
C1822,"Generator, neurostimulator (implantable), high frequency, with rechargeable battery and charging system",N,F,133,727,710,720,23295.93,20051.59,15682.93,15730.78
C2635,"Brachytherapy source, non-stranded, high activity, palladium-103, greater than 2.2 mci (nist), per source",N,F,1,13,13,13,2263.85,35.24,27.63,27.63
C2638,"Brachytherapy source, stranded, iodine-125, per source",N,F,23,30012,382,384,63.37,37.79,29.50,29.90
C2639,"Brachytherapy source, non-stranded, iodine-125, per source",N,F,30,24715,465,466,44.62,34.04,26.53,28.53
C2640,"Brachytherapy source, stranded, palladium-103, per source",N,F,16,6133,82,83,102.57,67.06,51.88,55.24
C2641,"Brachytherapy source, non-stranded, palladium-103, per source",N,F,27,10380,124,124,76.76,63.21,49.55,51.92
C2642,"Brachytherapy source, stranded, cesium-131, per source",N,F,11,5899,104,104,105.57,78.59,61.02,68.06
C2643,"Brachytherapy source, non-stranded, cesium-131, per source",N,F,4,1020,32,32,74.19,52.18,40.91,40.91
C5271,"Application of low cost skin substitute graft to trunk, arms, legs, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area",N,F,3,769,220,769,2198.70,234.21,179.28,157.85
C5275,"Application of low cost skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area",N,F,8,455,171,455,2141.60,254.45,195.50,174.07
C9257,"Injection, bevacizumab, 0.25 mg",N,F,41,10224,913,2720,56.79,1.79,1.37,1.37
C9349,"Puraply, and puraply antimicrobial, any type, per square centimeter",N,F,52,82078,999,7237,441.48,120.13,94.18,93.10
C9447,"Injection, phenylephrine and ketorolac, 4 ml vial",N,F,335,50265,34210,50265,816.81,487.39,381.40,383.15
C9728,"Placement of interstitial device(s) for radiation therapy/surgery guidance (e.g., fiducial markers, dosimeter), for other than the following sites (any approach): abdomen, pelvis, prostate, retroperitoneum, thorax, single or multiple",N,F,14,76,75,76,1532.87,579.00,453.93,449.94
C9739,"Cystourethroscopy, with insertion of transprostatic implant; 1 to 3 implants",N,F,33,91,90,91,5709.09,1848.29,1433.18,1370.81
C9740,"Cystourethroscopy, with insertion of transprostatic implant; 4 or more implants",N,F,130,1158,1156,1158,11271.04,4500.16,3519.33,3484.00
C9743,Injection/implantation of bulking or spacer material (any type) with or without image guidance (not to be used if a more specific code applies),N,F,3,18,18,18,1686.85,1255.41,984.24,983.56
D7140,"Extraction, erupted tooth or exposed root (elevation and/or forceps removal)",N,F,80,855,137,140,151.69,67.20,52.52,52.69
D7140,"Extraction, erupted tooth or exposed root (elevation and/or forceps removal)",N,O,63,581,93,98,160.86,71.56,55.98,56.10
D7210,"Surgical removal of erupted tooth requiring removal of bone and/or sectioning of tooth, and including elevation of mucoperiosteal flap if indicated",N,F,68,748,120,120,300.21,103.43,81.04,81.05
D7210,"Surgical removal of erupted tooth requiring removal of bone and/or sectioning of tooth, and including elevation of mucoperiosteal flap if indicated",N,O,57,205,68,70,263.82,128.49,100.16,100.39
D7288,Brush biopsy - transepithelial sample collection,N,F,1,112,112,112,200.00,72.88,57.13,57.13
D7288,Brush biopsy - transepithelial sample collection,N,O,2,31,31,31,193.58,66.30,51.97,51.97
E0781,"Ambulatory infusion pump, single or multiple channels, electric or battery operated, with administrative equipment, worn by patient",N,O,32,277,67,232,283.92,201.32,156.48,200.95
E1399,"Durable medical equipment, miscellaneous",N,O,7,36,13,35,132.28,10.64,7.96,7.96
G0008,Administration of influenza virus vaccine,N,F,814,6060,6017,6060,38.41,23.90,23.29,24.19
G0008,Administration of influenza virus vaccine,N,O,212918,13813522,13677307,13813435,30.50,22.85,22.37,24.61
G0009,Administration of pneumococcal vaccine,N,F,466,2205,2195,2205,52.75,23.91,23.10,24.04
G0009,Administration of pneumococcal vaccine,N,O,162117,4437626,4420562,4437590,35.69,23.20,22.69,24.33
G0010,Administration of hepatitis b vaccine,N,F,69,224,180,224,38.82,25.44,24.93,24.23
G0010,Administration of hepatitis b vaccine,N,O,20250,60535,44312,60534,39.85,24.75,24.21,24.26
G0101,Cervical or vaginal cancer screening; pelvic and clinical breast examination,N,F,3686,31049,31049,31049,77.06,27.05,26.46,26.79
G0101,Cervical or vaginal cancer screening; pelvic and clinical breast examination,N,O,57107,987209,987203,987204,84.34,37.63,36.84,37.13
G0102,Prostate cancer screening; digital rectal examination,N,F,147,710,710,710,46.26,8.78,5.43,5.33
G0102,Prostate cancer screening; digital rectal examination,N,O,5239,41795,41795,41795,42.67,19.23,10.64,10.77
G0103,Prostate cancer screening; prostate specific antigen test (psa),N,F,15,286,286,286,74.98,25.06,24.56,24.56
G0103,Prostate cancer screening; prostate specific antigen test (psa),N,O,18112,1290247,1290239,1290241,93.21,25.01,24.47,24.56
G0104,Colorectal cancer screening; flexible sigmoidoscopy,N,F,1794,2935,2929,2935,653.44,74.74,73.16,75.35
G0104,Colorectal cancer screening; flexible sigmoidoscopy,N,O,240,455,454,455,345.53,141.96,138.73,139.31
G0105,Colorectal cancer screening; colonoscopy on individual at high risk,N,F,16403,365875,365035,365874,1227.52,274.74,268.89,272.12
G0105,Colorectal cancer screening; colonoscopy on individual at high risk,N,O,1922,14798,14779,14798,960.69,283.03,276.57,273.94
G0106,"Colorectal cancer screening; alternative to g0104, screening sigmoidoscopy, barium enema",N,O,19,30,30,30,795.03,216.82,169.98,166.26
G0108,"Diabetes outpatient self-management training services, individual, per 30 minutes",N,F,166,4113,1863,2424,101.38,52.01,37.67,38.90
G0108,"Diabetes outpatient self-management training services, individual, per 30 minutes",N,O,4072,136844,61576,88594,108.07,52.80,37.91,38.70
G0109,"Diabetes outpatient self-management training services, group session (2 or more), per 30 minutes",N,F,65,7265,866,1694,50.10,14.29,10.54,10.67
G0109,"Diabetes outpatient self-management training services, group session (2 or more), per 30 minutes",N,O,1368,100891,12347,23026,39.12,14.19,10.35,10.49
G0117,Glaucoma screening for high risk patients furnished by an optometrist or ophthalmologist,N,O,97,326,326,326,79.56,45.17,26.61,27.56
G0120,"Colorectal cancer screening; alternative to g0105, screening colonoscopy, barium enema.",N,F,45,62,62,62,504.91,115.55,90.56,90.88
G0120,"Colorectal cancer screening; alternative to g0105, screening colonoscopy, barium enema.",N,O,29,54,54,54,488.77,187.52,146.94,152.23
G0121,Colorectal cancer screening; colonoscopy on individual not meeting criteria for high risk,N,F,18742,368546,367602,368541,1227.92,268.71,263.00,265.14
G0121,Colorectal cancer screening; colonoscopy on individual not meeting criteria for high risk,N,O,2395,16755,16718,16755,960.16,283.09,276.34,272.60
G0123,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, screening by cytotechnologist under physician supervision",N,F,9,84,84,84,80.79,27.56,27.01,27.05
G0123,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, screening by cytotechnologist under physician supervision",N,O,606,126402,126392,126401,75.01,26.93,26.38,27.05
G0124,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, requiring interpretation by physician",N,F,1026,11404,11333,11404,78.00,32.98,31.35,31.33
G0124,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, requiring interpretation by physician",N,O,1002,40802,40583,40802,65.63,32.54,31.55,31.92
G0127,"Trimming of dystrophic nails, any number",N,F,657,29176,17078,29176,33.47,6.14,4.50,4.56
G0127,"Trimming of dystrophic nails, any number",N,O,4196,897832,368273,897802,37.99,17.43,12.65,12.70
G0130,"Single energy x-ray absorptiometry (sexa) bone density study, one or more sites; appendicular skeleton (peripheral) (e.g., radius, wrist, heel)",N,O,87,592,592,592,90.84,31.65,30.99,31.90
G0141,"Screening cytopathology smears, cervical or vaginal, performed by automated system, with manual rescreening, requiring interpretation by physician",N,F,83,1352,1343,1352,88.66,32.30,31.65,32.28
G0141,"Screening cytopathology smears, cervical or vaginal, performed by automated system, with manual rescreening, requiring interpretation by physician",N,O,131,3083,3062,3083,89.80,33.04,32.36,32.27
G0143,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with manual screening and rescreening by cytotechnologist under physician supervision",N,O,23,2648,2648,2648,99.76,27.60,27.05,27.05
G0144,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with screening by automated system, under physician supervision",N,O,77,1523,1523,1523,42.08,28.86,28.23,28.53
G0145,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with screening by automated system and manual rescreening under physician supervision",N,F,10,41,41,41,75.92,35.82,35.10,35.37
G0145,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with screening by automated system and manual rescreening under physician supervision",N,O,805,460617,460597,460617,90.36,34.48,33.78,35.37
G0147,"Screening cytopathology smears, cervical or vaginal, performed by automated system under physician supervision",N,F,2,20,20,20,17.87,15.50,15.19,15.19
G0148,"Screening cytopathology smears, cervical or vaginal, performed by automated system with manual rescreening",N,F,5,68,68,68,93.00,20.70,20.29,20.29
G0148,"Screening cytopathology smears, cervical or vaginal, performed by automated system with manual rescreening",N,O,5,44,44,44,58.44,19.58,19.20,20.29
G0166,"External counterpulsation, per treatment session",N,F,24,793,40,754,249.41,127.83,98.94,108.63
G0166,"External counterpulsation, per treatment session",N,O,812,139796,6720,128550,510.52,145.78,113.23,108.60
G0168,Wound closure utilizing tissue adhesive(s) only,N,F,17100,33324,33229,33274,251.58,26.43,20.17,19.98
G0168,Wound closure utilizing tissue adhesive(s) only,N,O,2682,5922,4909,5898,175.60,92.83,68.73,69.60
G0179,"Physician re-certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial imp",N,F,3126,30160,17485,30160,107.45,40.52,30.29,31.21
G0179,"Physician re-certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial imp",N,O,45583,1016599,517917,1013711,85.17,40.26,29.68,30.70
G0180,"Physician certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial implem",N,F,7419,65317,60295,65311,137.11,53.72,41.36,41.67
G0180,"Physician certification for medicare-covered home health services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial implem",N,O,63109,1231341,1045118,1228474,111.83,53.48,40.51,41.01
G0181,Physician supervision of a patient receiving medicare-covered services provided by a participating home health agency (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision of c,N,F,175,1482,822,1482,184.78,112.65,86.64,83.56
