HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Minimum Submitted Charge Amount,Maximum Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Allowed Amount,Minimum Medicare Allowed Amount,Maximum Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Medicare Payment Amount,Minimum Medicare Payment Amount,Maximum Medicare Payment Amount,Standard Deviation of Medicare Payment Amount
72194,CT scan of pelvis before and after contrast,N,F,2863,3897,3863,3891,236.81,42.54,1750.00,105.20,57.29,2.63,79.81,4.44,43.28,0.00,62.57,8.02
72194,CT scan of pelvis before and after contrast,N,O,1543,2886,2778,2809,892.49,41.80,7475.00,582.83,246.12,41.80,403.65,97.57,188.97,0.00,322.92,77.24
72195,MRI scan of pelvis,N,F,10246,41107,40547,41031,274.02,56.14,2251.80,106.79,65.96,45.19,96.00,6.34,50.37,0.00,76.80,6.34
72195,MRI scan of pelvis,N,O,7936,38157,35981,36487,1168.53,30.00,7606.26,674.15,327.82,30.00,537.50,123.66,254.13,0.00,422.52,96.94
72196,MRI scan of pelvis with contrast,N,F,1010,1728,1715,1724,407.46,59.39,2844.00,322.31,79.45,13.19,94.00,8.95,60.58,0.00,75.05,10.27
72196,MRI scan of pelvis with contrast,N,O,458,903,867,878,1338.85,74.24,6162.50,756.10,400.66,49.22,573.10,154.50,309.35,28.58,458.48,121.60
72197,MRI scan of pelvis before and after contrast,N,F,9938,50616,49317,50558,425.78,65.95,5858.00,159.80,106.82,39.46,147.44,7.83,81.55,0.00,117.95,8.13
72197,MRI scan of pelvis before and after contrast,N,O,5671,33052,30715,31623,1954.68,0.36,9460.00,996.11,477.66,0.36,767.89,151.07,369.96,0.00,614.31,118.37
72198,MRA scan of pelvic blood vessels,N,F,1226,2567,2539,2560,330.25,70.00,1048.00,105.96,73.59,14.85,117.34,9.29,56.45,0.00,91.99,8.63
72198,MRA scan of pelvic blood vessels,N,O,606,1544,1483,1488,1429.85,70.00,5200.00,688.43,318.58,61.27,616.03,126.90,248.27,0.00,492.82,100.62
72200,"X-ray of sacroiliac joints, less than 3 views",N,F,3537,7902,7607,7857,48.40,7.48,1795.00,112.01,8.84,4.21,23.92,2.25,6.52,0.00,18.76,2.16
72200,"X-ray of sacroiliac joints, less than 3 views",N,O,2832,8381,7543,7984,84.17,8.29,1800.00,54.79,25.76,5.93,39.26,7.42,19.11,0.00,31.10,6.55
72202,"X-ray of sacroiliac joints, 3 or more views",N,F,7091,15441,15366,15408,39.95,8.16,627.20,19.49,9.21,0.68,29.75,0.52,6.69,0.00,23.44,1.38
72202,"X-ray of sacroiliac joints, 3 or more views",N,O,5516,15349,14630,14818,95.57,8.92,1072.00,65.67,30.19,0.68,45.98,9.94,22.06,0.00,36.42,8.45
72220,"X-ray of pelvis, minimum of 2 views",N,F,17105,76162,75162,75707,36.51,5.98,340.00,15.38,8.66,4.18,36.55,1.34,6.36,0.00,28.78,1.36
72220,"X-ray of pelvis, minimum of 2 views",N,O,17691,55756,50774,52454,83.13,5.98,1151.69,64.08,23.63,4.12,38.48,8.01,17.35,0.00,30.38,6.68
72240,Radiological supervision and interpretation X-ray of upper spinal canal,N,F,2887,6438,6356,6422,175.84,27.00,1651.80,107.23,42.20,3.11,146.85,5.38,32.29,0.00,115.13,5.42
72240,Radiological supervision and interpretation X-ray of upper spinal canal,N,O,521,1746,1696,1708,562.07,46.76,4405.67,442.83,116.73,2.30,154.59,28.42,89.38,0.00,123.67,23.38
72255,Radiological supervision and interpretation X-ray of middle spinal canal,N,F,476,634,624,632,206.97,42.15,1710.00,191.91,43.58,4.04,148.81,8.24,33.62,0.00,116.67,7.58
72255,Radiological supervision and interpretation X-ray of middle spinal canal,N,O,107,210,208,209,460.64,48.87,4405.67,432.83,121.08,42.37,159.93,23.91,92.23,0.00,125.38,24.87
72265,Radiological supervision and interpretation X-ray of lower spinal canal,N,F,6101,27998,27111,27941,175.01,33.82,1710.00,115.17,39.13,9.68,147.16,5.52,30.12,0.00,115.88,4.77
72265,Radiological supervision and interpretation X-ray of lower spinal canal,N,O,1053,7541,7231,7377,547.13,30.00,9000.00,535.60,112.96,25.66,163.66,30.11,87.04,0.00,130.93,23.72
72270,"Imaging of spinal canal, 2 or more spinal regions",N,F,2809,7642,7583,7620,252.97,61.27,2209.00,130.63,62.00,19.30,224.92,6.59,47.71,0.00,176.34,6.55
72270,"Imaging of spinal canal, 2 or more spinal regions",N,O,428,2022,1682,1988,875.89,17.00,7762.22,1050.97,176.73,17.00,254.38,42.82,135.25,9.32,199.43,34.51
72275,Radiological supervision and interpretation X-ray of covering of spinal cord,N,F,820,40787,26233,38964,338.03,30.14,4113.00,293.96,45.89,28.36,154.20,21.49,35.59,0.00,122.13,16.99
72275,Radiological supervision and interpretation X-ray of covering of spinal cord,N,O,769,49980,29736,48750,483.65,41.32,4113.00,440.09,117.34,35.91,156.55,23.56,91.01,0.00,124.35,18.67
72285,"Imaging of disc of vertebra, upper or middle spine",N,F,122,573,269,273,423.92,50.00,1910.00,336.50,59.76,22.98,129.78,9.25,46.24,11.72,92.05,7.45
72285,"Imaging of disc of vertebra, upper or middle spine",N,O,87,500,241,266,667.52,100.00,1868.00,377.86,108.48,55.77,143.32,17.53,81.79,28.03,114.66,15.30
72291,Imaging for repair or reconstruction of vertebra using fluoroscopic guidance,N,F,4828,56413,43784,47606,293.55,16.90,11112.00,272.76,70.17,16.90,223.87,5.73,55.08,0.00,175.52,4.70
72291,Imaging for repair or reconstruction of vertebra using fluoroscopic guidance,N,O,617,5452,4246,4788,567.00,53.62,6776.00,788.53,144.16,52.35,259.19,53.00,113.14,0.00,207.35,41.86
72292,Radiological supervision and interpretation of repair or reconstruction of vertebra procedure using CT guidance,N,F,366,893,768,798,297.72,68.30,3788.00,220.40,72.21,0.99,85.83,7.11,56.48,0.77,67.75,6.49
72292,Radiological supervision and interpretation of repair or reconstruction of vertebra procedure using CT guidance,N,O,12,23,23,23,544.06,151.00,1688.00,505.49,133.95,72.10,350.22,88.83,105.61,56.53,274.58,69.86
72295,"Radiological supervision and interpretation X-ray of disc of vertebra, lower spine",N,F,870,5750,2615,2797,345.18,13.60,3507.00,315.13,42.75,13.60,119.63,6.30,32.80,0.00,95.71,5.44
72295,"Radiological supervision and interpretation X-ray of disc of vertebra, lower spine",N,O,489,4881,1739,1945,624.42,45.00,3500.00,365.11,96.73,40.26,130.91,14.22,74.59,0.00,102.64,12.22
73000,X-ray of collar bone,N,F,14354,39513,36433,38167,33.47,5.71,1200.00,15.77,8.27,5.38,38.06,1.17,6.02,0.00,29.84,1.42
73000,X-ray of collar bone,N,O,17934,55107,38194,51550,77.98,6.36,1106.06,42.16,25.48,6.36,66.00,7.16,18.61,0.00,51.74,6.36
73010,X-ray of shoulder blade,N,F,8580,14907,14416,14547,36.47,5.17,346.00,15.02,9.61,5.17,41.96,1.32,7.03,0.00,32.90,1.84
73010,X-ray of shoulder blade,N,O,6770,36994,30504,33785,83.54,6.30,984.36,40.05,29.76,6.30,72.04,7.41,22.16,0.00,57.63,6.26
73020,"X-ray of shoulder, 1 view",N,F,16394,78181,73318,74490,30.95,6.35,480.00,12.87,7.49,3.68,27.24,0.57,5.60,0.00,21.36,0.78
73020,"X-ray of shoulder, 1 view",N,O,9981,58913,48294,53710,68.65,5.26,512.00,32.95,21.56,5.26,54.30,5.12,15.96,0.00,42.57,4.36
73030,"X-ray of shoulder, minimum of 2 views",N,F,25760,1006337,913966,945629,39.34,6.23,2664.00,17.08,9.94,5.20,38.98,1.13,7.20,0.00,30.56,1.03
73030,"X-ray of shoulder, minimum of 2 views",N,O,64739,1481953,1140058,1327638,91.06,6.58,1242.95,48.70,28.00,6.58,76.16,7.02,20.41,0.00,60.93,5.54
73040,Radiological supervision and interpretation X-ray of shoulder joint,N,F,3132,8456,8185,8315,106.06,17.00,1500.00,52.80,26.65,13.18,120.91,3.61,20.21,0.00,94.80,3.52
73040,Radiological supervision and interpretation X-ray of shoulder joint,N,O,1471,8480,7150,8037,285.76,29.21,3067.71,199.48,100.87,12.75,230.86,25.33,77.99,0.00,181.00,20.43
73060,"X-ray of upper arm, minimum of 2 views",N,F,22250,219473,204383,212828,35.08,7.18,2664.00,15.54,8.67,4.04,36.20,1.21,6.41,0.00,28.55,1.13
73060,"X-ray of upper arm, minimum of 2 views",N,O,30169,152125,109268,140363,78.51,7.37,816.00,45.12,24.00,4.12,71.00,7.29,17.71,0.00,56.80,5.96
73070,"X-ray of elbow, 2 views",N,F,18519,103316,95234,98673,32.08,5.44,1045.00,15.38,7.97,3.72,36.20,1.47,5.92,0.00,28.50,1.36
73070,"X-ray of elbow, 2 views",N,O,24827,140086,106222,129127,73.93,6.35,657.00,35.58,25.11,3.84,70.40,6.65,18.45,0.00,55.19,5.52
73080,"X-ray of elbow, minimum of 3 views",N,F,20789,203523,194833,198412,35.61,7.18,1653.75,15.06,8.60,0.68,44.34,1.00,6.27,0.00,35.23,1.00
73080,"X-ray of elbow, minimum of 3 views",N,O,29380,141673,116243,132148,88.50,8.05,1106.06,45.69,29.78,0.68,82.54,8.77,21.71,0.00,64.86,7.25
73085,Radiological supervision and interpretation X-ray of elbow,N,F,24,31,31,31,100.78,47.00,303.00,53.15,28.61,26.68,31.02,1.22,22.55,20.91,24.32,1.01
73085,Radiological supervision and interpretation X-ray of elbow,N,O,54,127,104,125,211.17,39.00,3067.71,288.67,102.22,26.94,124.74,22.58,79.26,0.00,98.30,19.55
73090,"X-ray of forearm, 2 views",N,F,21076,155096,147584,150145,32.87,6.73,2664.00,27.32,8.31,3.90,36.09,1.33,6.13,0.00,27.99,1.24
73090,"X-ray of forearm, 2 views",N,O,24137,84476,68225,76474,69.58,5.71,785.00,39.97,22.60,5.71,68.64,7.35,16.69,0.00,53.81,6.16
73092,X-ray of arm in infant minimum of 2 views,N,O,20,24,23,23,84.08,20.00,200.00,57.28,29.99,7.71,39.71,9.35,21.67,0.00,31.13,9.68
73100,"X-ray of wrist, 2 views",N,F,18037,97158,83002,89029,34.52,6.03,2664.00,23.11,9.33,2.31,37.82,1.66,6.95,0.00,29.90,1.55
73100,"X-ray of wrist, 2 views",N,O,22545,249923,149896,224100,76.83,6.19,737.37,34.15,29.65,3.92,79.68,7.03,21.98,0.00,62.47,5.72
73110,"X-ray of wrist, minimum of 3 views",N,F,23983,455208,408646,428141,36.08,6.53,1582.90,17.38,8.64,4.59,46.28,1.36,6.27,0.00,34.29,1.19
73110,"X-ray of wrist, minimum of 3 views",N,O,49702,538073,373893,481338,88.79,6.00,1060.43,43.03,33.96,5.76,93.26,9.64,24.96,0.00,72.77,7.69
73115,Radiological supervision and interpretation X-ray of wrist joint,N,F,244,431,420,425,92.67,27.43,522.00,54.50,28.54,22.52,121.92,8.06,21.97,0.00,96.24,7.04
73115,Radiological supervision and interpretation X-ray of wrist joint,N,O,258,644,546,626,210.17,27.69,750.00,93.47,106.33,26.42,139.35,25.02,81.36,10.02,111.48,21.71
73120,"X-ray of hand, 2 views",N,F,14640,81590,61831,62549,33.04,5.30,1045.00,15.52,8.49,1.38,33.07,1.74,6.22,0.00,25.08,1.65
73120,"X-ray of hand, 2 views",N,O,19275,200583,134426,143075,69.65,6.65,647.40,38.63,25.09,1.31,67.82,7.25,18.48,0.00,54.26,5.89
73130,"X-ray of hand, minimum of 3 views",N,F,23896,508109,439106,446661,35.46,6.35,1657.62,15.05,8.66,1.78,40.57,1.31,6.23,0.00,31.93,1.16
73130,"X-ray of hand, minimum of 3 views",N,O,49267,563269,412886,450360,83.09,1.00,2025.01,43.50,29.43,1.00,80.08,8.59,21.47,0.00,63.42,6.82
73140,"X-ray of fingers, minimum of 2 views",N,F,19829,125243,117676,120765,29.05,5.06,2664.00,24.15,6.91,3.28,43.60,1.50,4.88,0.00,34.02,1.37
73140,"X-ray of fingers, minimum of 2 views",N,O,35637,237478,184940,220218,74.98,4.00,808.33,34.12,31.25,4.00,83.82,7.86,22.64,0.00,65.72,6.64
73200,CT scan of arm,N,F,13845,62066,60467,60843,203.19,15.00,1028.00,69.43,47.07,15.00,107.94,3.16,35.60,0.00,86.35,4.24
73200,CT scan of arm,N,O,5097,22349,20447,20755,617.00,10.73,4600.00,353.14,168.50,10.73,396.02,60.43,128.54,0.00,304.04,47.31
73201,CT scan of arm with contrast,N,F,5238,9951,9684,9759,221.75,49.75,779.00,73.27,54.19,7.21,93.23,4.58,41.23,0.00,73.09,6.39
73201,CT scan of arm with contrast,N,O,1467,3913,3592,3639,735.31,54.70,3500.00,367.33,206.87,7.49,525.00,74.56,159.43,0.00,420.00,59.14
73202,CT scan of arm before and after contrast,N,F,846,1099,1072,1078,228.19,56.40,749.00,86.88,57.08,10.11,79.81,5.15,43.66,0.00,62.57,7.68
73202,CT scan of arm before and after contrast,N,O,432,805,747,757,869.03,50.00,4122.13,496.61,285.16,42.31,395.49,93.02,219.98,23.64,315.94,73.96
73206,CT scan of arm blood vessels,N,F,2033,2947,2763,2785,309.05,82.01,1867.00,121.64,81.91,29.23,191.78,8.75,63.02,0.00,153.42,10.23
73206,CT scan of arm blood vessels,N,O,329,601,513,524,992.73,100.00,3920.25,515.49,248.36,61.46,440.96,117.62,192.62,49.17,352.77,92.18
73218,MRI scan of arm,N,F,4762,12448,11425,11644,239.95,52.29,1770.00,111.59,60.22,31.27,124.90,7.00,45.61,0.00,99.92,7.71
73218,MRI scan of arm,N,O,5092,22593,19143,20200,1014.25,30.00,7490.16,613.48,303.39,30.00,718.18,130.57,233.83,0.00,540.10,101.89
73219,MRI scan of arm with contrast,N,F,219,264,257,257,315.99,68.09,2109.00,201.53,77.09,34.47,88.02,6.63,57.78,0.00,70.42,12.33
73219,MRI scan of arm with contrast,N,O,112,129,119,119,1437.49,79.39,4500.00,831.33,402.66,69.47,574.68,140.29,312.46,55.58,450.72,112.56
73220,MRI scan of arm before and after contrast,N,F,3768,7383,7076,7211,381.09,92.16,1890.00,139.93,102.49,67.97,229.56,6.49,77.53,0.00,179.98,11.12
73220,MRI scan of arm before and after contrast,N,O,2483,5426,4845,4956,1718.10,12.93,11716.56,1035.35,464.30,12.93,765.98,176.14,357.96,0.00,606.65,139.62
73221,MRI scan of arm joint arm joint,N,F,10226,180880,174908,176290,262.27,43.90,2597.33,95.51,64.80,43.90,146.54,3.18,48.43,0.00,117.23,3.86
73221,MRI scan of arm joint arm joint,N,O,14130,309597,281140,289165,1109.81,30.00,7501.14,634.44,213.37,30.00,502.83,77.55,162.50,0.00,394.22,59.56
73222,MRI scan of arm joint with contrast,N,F,3300,10941,10779,10843,299.98,58.57,2311.00,107.78,77.36,11.70,106.34,4.04,58.10,0.00,85.07,7.16
73222,MRI scan of arm joint with contrast,N,O,2640,12684,11511,11643,1342.64,69.79,5257.00,679.22,342.42,38.05,582.96,133.32,263.40,0.00,466.37,103.79
73223,MRI scan of arm joint before and after contrast,N,F,3900,8271,8068,8150,381.40,98.09,2956.00,143.77,101.86,36.15,140.74,6.76,77.45,0.00,112.59,10.75
73223,MRI scan of arm joint before and after contrast,N,O,2716,7190,6455,6596,1830.28,12.93,11717.10,1084.56,438.71,12.93,797.78,160.17,339.12,0.00,638.22,125.85
73225,MRA scan of arm blood vessels,N,F,74,95,84,88,331.13,80.77,590.00,108.70,77.05,3.75,92.37,12.00,57.45,0.00,73.90,14.90
73225,MRA scan of arm blood vessels,N,O,44,58,49,49,1370.45,87.98,3702.00,900.12,367.13,69.79,548.40,166.26,285.40,54.71,438.72,130.21
73500,"X-ray of hip, 1 view",N,F,20326,245917,227035,235149,35.55,6.64,1000.00,19.89,9.51,4.60,31.60,0.75,7.13,0.00,24.77,0.80
73500,"X-ray of hip, 1 view",N,O,17166,282377,219627,262840,76.43,3.50,599.00,34.24,25.30,3.50,36.05,5.54,18.57,0.00,28.65,4.46
73510,X-ray of hip 2 or more views,N,F,26396,1342997,1233262,1294990,42.72,7.00,1200.00,16.52,11.34,5.44,48.87,1.47,8.36,0.00,38.42,1.26
73510,X-ray of hip 2 or more views,N,O,59954,1294118,1000371,1187204,92.08,8.70,1096.65,47.38,33.69,6.25,52.32,9.52,24.47,0.00,41.86,7.27
73520,X-ray of hip minimum 2 views,N,F,19628,177983,175566,177071,54.97,7.18,575.00,24.16,13.69,2.30,47.34,1.81,10.02,0.00,37.36,1.73
73520,X-ray of hip minimum 2 views,N,O,27416,219512,199021,209344,111.70,0.01,1460.14,67.25,36.52,0.01,54.14,9.89,26.40,0.00,43.31,7.89
73525,X-ray of hip joint,N,F,1463,6110,5396,5965,174.70,26.94,3500.00,175.19,30.28,1.17,127.58,9.99,23.14,0.00,101.04,7.97
73525,X-ray of hip joint,N,O,901,7936,6348,7542,279.36,27.81,3067.71,129.98,104.40,26.78,202.76,21.19,80.98,0.00,158.97,17.26
73530,X-ray of hip during surgery,N,F,11918,75064,73429,73854,56.02,12.43,308.00,19.65,14.34,9.41,26.64,0.89,10.99,0.00,20.99,1.08
73530,X-ray of hip during surgery,N,O,240,602,563,587,62.03,0.01,300.00,39.76,20.90,0.01,80.95,11.06,15.55,0.00,63.46,8.59
73540,"X-ray of pelvis and hips, infant or child, minimum of 2 views",N,F,110,133,132,132,44.75,9.13,158.00,27.04,11.11,9.13,12.91,0.77,8.62,4.82,10.12,0.97
73540,"X-ray of pelvis and hips, infant or child, minimum of 2 views",N,O,114,139,134,136,88.10,20.00,205.00,37.90,41.70,9.65,55.70,11.96,30.14,0.00,43.78,13.02
73550,"X-ray of thigh, 2 views",N,F,23486,363118,325753,343486,36.29,6.07,419.50,14.44,9.30,4.39,36.47,1.10,6.97,0.00,28.71,0.99
73550,"X-ray of thigh, 2 views",N,O,30302,216132,152025,194481,81.10,4.00,1084.16,45.07,23.56,4.00,70.48,6.97,17.41,0.00,56.38,5.52
73560,"X-ray of knee, 1 or 2 views",N,F,24825,788006,672037,697128,36.49,6.25,2664.00,18.31,9.60,6.25,37.62,1.22,7.11,0.00,29.50,1.08
73560,"X-ray of knee, 1 or 2 views",N,O,48985,1329314,920082,1080586,80.95,5.00,800.00,39.96,28.48,5.00,77.08,7.24,20.83,0.00,61.66,5.70
73562,"X-ray of knee, 3 views",N,F,22859,673331,563913,580812,39.37,6.50,382.87,17.22,9.96,0.34,48.00,1.11,7.17,0.00,37.63,1.04
73562,"X-ray of knee, 3 views",N,O,46081,1438169,1028985,1174880,97.35,0.50,1280.00,45.69,35.25,0.36,93.46,8.59,25.59,0.00,74.77,6.71
73564,"X-ray of knee, 4 or more views",N,F,19048,503183,428201,434922,47.65,7.75,578.00,20.68,12.10,2.10,48.28,1.47,8.68,0.00,37.98,1.33
73564,"X-ray of knee, 4 or more views",N,O,28235,714471,543898,580184,117.76,5.71,1500.00,59.29,41.77,2.06,108.70,9.86,30.44,0.00,86.96,7.89
73565,"X-ray of both knees, standing, front to back view",N,F,7067,33554,32586,33507,38.37,7.06,308.00,19.64,9.73,0.02,41.81,0.86,6.94,0.00,33.45,1.31
73565,"X-ray of both knees, standing, front to back view",N,O,14963,314648,279258,306857,93.81,8.11,875.00,41.14,34.36,0.01,48.08,6.95,25.30,0.00,38.46,5.70
73580,X-ray of knee joint,N,F,556,1110,897,1053,154.17,26.90,1500.00,165.38,29.10,1.05,157.30,7.58,22.44,0.00,123.32,6.44
73580,X-ray of knee joint,N,O,687,30594,15309,22833,317.66,32.43,1515.00,116.06,137.42,25.18,180.65,18.96,106.82,0.00,140.45,15.35
73590,"X-ray of lower leg, 2 views",N,F,23545,323097,293460,303453,34.87,6.23,374.00,13.76,8.63,4.06,34.66,1.03,6.37,0.00,27.24,0.98
73590,"X-ray of lower leg, 2 views",N,O,37818,184376,141717,166398,75.56,2.00,2885.00,44.69,23.13,2.00,67.70,7.02,16.99,0.00,54.16,5.77
73592,X-ray of leg in infant minimum of 2 views,N,F,11,11,11,11,43.23,20.00,59.00,10.71,8.08,7.40,8.46,0.41,6.40,5.80,6.77,0.36
73592,X-ray of leg in infant minimum of 2 views,N,O,15,16,15,15,60.64,22.50,113.00,34.04,22.93,8.35,30.75,7.62,16.79,0.00,24.11,8.23
73600,"X-ray of ankle, 2 views",N,F,18195,99710,87392,90842,33.46,6.63,550.00,14.68,8.40,3.43,33.56,1.42,6.28,0.00,26.31,1.33
73600,"X-ray of ankle, 2 views",N,O,24357,166985,122372,144337,71.65,6.43,661.00,35.39,26.52,3.40,71.12,6.69,19.58,0.00,56.90,5.54
73610,"X-ray of ankle, minimum of 3 views",N,F,24775,579625,522243,549731,35.96,6.35,2664.00,15.38,8.59,0.34,41.55,1.04,6.24,0.00,32.66,0.94
73610,"X-ray of ankle, minimum of 3 views",N,O,60561,685435,487934,626746,84.48,7.37,7408.70,51.54,29.89,0.34,82.54,8.01,21.78,0.00,65.00,6.36
73615,X-ray of ankle joint,N,F,76,127,113,123,129.88,29.72,466.00,85.20,28.38,18.92,31.97,2.07,21.26,8.62,25.23,3.17
73615,X-ray of ankle joint,N,O,129,1227,922,1153,157.91,28.96,585.00,87.61,91.12,26.69,140.81,33.40,70.46,0.00,110.40,26.67
73620,"X-ray of foot, 2 views",N,F,18627,128213,110982,113408,33.46,4.27,2664.00,21.51,7.76,3.59,36.59,1.56,5.79,0.00,26.17,1.37
73620,"X-ray of foot, 2 views",N,O,30872,650245,424385,515549,61.74,5.34,868.69,29.52,27.36,3.14,67.82,5.61,20.11,0.00,54.26,4.59
73630,"X-ray of foot, minimum of 3 views",N,F,25253,841548,745098,777281,36.16,5.52,2664.00,18.66,8.28,5.40,36.08,1.07,6.02,0.00,28.41,0.93
73630,"X-ray of foot, minimum of 3 views",N,O,66943,1649319,1112951,1403101,78.38,0.01,967.35,39.31,29.93,0.01,77.60,6.83,21.83,0.00,61.05,5.39
73650,"X-ray of heel, minimum of 2 views",N,F,12300,33629,29944,30917,33.08,4.95,340.00,14.72,7.98,3.79,37.60,1.41,5.78,0.00,29.48,1.58
73650,"X-ray of heel, minimum of 2 views",N,O,18890,76255,59654,67790,70.21,6.91,1205.60,36.59,26.12,5.13,70.28,6.65,18.76,0.00,56.22,6.00
73660,"X-ray of toes, minimum of 2 views",N,F,16170,56359,54353,55057,27.44,4.53,1200.00,14.64,6.58,3.08,35.64,1.38,4.78,0.00,28.41,1.31
73660,"X-ray of toes, minimum of 2 views",N,O,22183,66029,56576,61577,64.78,5.96,639.00,34.85,26.47,5.14,75.56,8.40,19.10,0.00,59.24,7.19
73700,CT scan leg,N,F,17922,181361,171908,173498,203.91,30.76,2900.00,70.24,46.71,30.76,194.52,3.09,35.40,0.00,152.51,3.35
73701,CT scan leg with contrast injection,N,F,9024,29798,23544,23818,216.68,36.29,1308.00,68.06,50.36,7.41,118.42,6.32,38.75,0.00,92.85,5.91
73701,CT scan leg with contrast injection,N,O,1518,3114,2618,2730,701.66,49.43,3160.69,389.31,187.36,39.68,340.50,84.23,144.10,0.00,266.95,66.24
73702,CT scan of leg before and after contrast injection,N,F,1917,2845,2582,2588,232.28,52.51,1695.00,96.13,55.34,2.81,123.92,5.92,42.33,0.00,97.16,7.37
73702,CT scan of leg before and after contrast injection,N,O,644,1573,1370,1454,971.42,57.09,7286.76,569.13,287.47,41.65,430.72,90.35,223.02,0.00,337.68,72.00
73706,CT scan of lower leg blood vessels,N,F,3575,11135,7686,7741,292.70,55.65,1925.00,124.67,82.69,6.83,203.76,12.84,63.93,0.00,161.98,11.30
73706,CT scan of lower leg blood vessels,N,O,610,2896,2014,2046,911.14,90.59,3112.38,586.21,282.30,4.79,977.88,152.01,219.36,3.75,782.30,119.37
73718,MRI scan of leg,N,F,9710,61545,58067,59001,254.47,23.00,2208.36,105.81,62.72,23.00,140.96,3.87,47.88,0.00,110.51,4.53
73718,MRI scan of leg,N,O,8528,61700,55824,57205,1154.85,21.00,7498.80,621.59,334.24,21.00,551.16,116.95,257.53,0.00,439.18,90.95
73719,MRI scan of leg with contrast,N,F,831,1244,1189,1197,309.83,69.57,2481.00,156.35,76.61,30.36,88.14,6.44,58.73,0.00,70.08,8.95
73719,MRI scan of leg with contrast,N,O,307,381,355,357,1402.08,74.84,6250.00,918.47,387.47,60.42,587.58,165.94,300.80,0.00,460.66,131.91
73720,MRI scan of leg before and after contrast,N,F,8321,38146,35949,36900,378.73,62.78,3004.00,137.55,101.15,62.78,197.62,5.60,77.12,0.00,154.94,7.38
73720,MRI scan of leg before and after contrast,N,O,4183,15145,13650,14038,1835.61,60.00,9380.00,975.21,494.12,60.00,771.07,167.72,381.17,0.00,608.28,131.85
73721,MRI scan of leg joint,N,F,12036,274992,260120,262754,265.26,44.92,5872.48,97.19,64.60,32.69,318.15,3.50,48.55,0.00,254.52,3.74
73721,MRI scan of leg joint,N,O,15521,435173,389159,400552,1146.83,0.01,7501.14,639.94,217.60,0.01,498.08,75.34,165.80,0.00,390.49,57.95
73722,MRI scan of leg joint with contrast,N,F,1977,3294,3211,3222,309.67,68.43,1612.00,113.89,78.01,12.34,106.93,5.82,59.13,0.00,84.69,9.05
73722,MRI scan of leg joint with contrast,N,O,1582,3574,3332,3369,1365.19,76.25,5037.98,682.52,364.44,58.46,798.78,135.42,280.69,0.00,626.24,108.15
73723,MRI scan of leg joint before and after contrast,N,F,6052,17485,16604,16798,383.73,62.78,3265.64,141.70,101.07,36.12,218.26,6.91,77.39,0.00,171.12,8.66
73723,MRI scan of leg joint before and after contrast,N,O,3228,9230,8300,8466,1872.21,59.07,11717.10,1008.59,437.83,36.10,1070.34,152.95,338.24,0.00,839.14,120.69
73725,MRA scan of leg blood vessels,N,F,2378,10703,6318,6370,336.04,41.75,1792.00,123.21,80.26,19.87,337.36,12.73,61.93,0.00,154.00,10.95
73725,MRA scan of leg blood vessels,N,O,1196,6712,3869,3895,1367.70,0.36,7800.00,647.34,377.25,0.36,1139.44,131.55,294.59,0.00,893.32,103.68
74000,"X-ray of abdomen, single view",N,F,26033,1682013,1448625,1622193,36.27,6.78,600.00,13.67,8.91,6.09,28.84,0.77,6.79,0.00,22.76,0.65
74000,"X-ray of abdomen, single view",N,O,28865,454736,352199,421662,64.49,5.28,3000.00,41.28,19.12,5.28,31.44,6.04,13.98,0.00,24.85,4.55
74010,Imaging of abdomen,N,F,4153,26575,24946,26417,43.72,8.40,364.20,20.31,11.48,2.36,39.89,1.55,8.63,0.00,31.27,1.40
74010,Imaging of abdomen,N,O,3098,21235,18127,20501,83.86,10.18,604.33,53.84,31.50,2.55,47.91,9.81,23.08,0.00,37.70,7.74
74020,Imaging of abdomen,N,F,23001,631030,587360,629256,50.86,8.23,341.00,17.29,12.95,3.96,52.55,0.95,9.74,0.00,41.20,0.90
74020,Imaging of abdomen,N,O,17785,91978,83565,87355,87.15,12.35,21400.00,132.65,29.90,8.44,53.23,11.47,21.46,0.00,42.58,9.02
74022,Imaging of abdomen and chest,N,F,21138,650354,619131,649480,62.06,12.00,644.35,21.81,15.22,2.32,51.47,0.68,11.36,0.00,40.36,0.82
74022,Imaging of abdomen and chest,N,O,10555,45980,43150,44522,108.12,13.36,1341.51,66.00,35.51,2.31,64.31,13.78,25.68,0.00,50.49,10.83
74150,CT scan abdomen,N,F,16434,78741,77749,78666,227.88,25.00,2254.00,87.49,56.95,9.95,77.92,2.82,43.06,0.00,62.34,4.68
74160,CT scan abdomen with contrast,N,F,16582,112054,109514,111968,250.96,37.66,2745.00,90.16,60.42,3.96,83.45,3.06,45.12,0.00,66.76,4.64
74160,CT scan abdomen with contrast,N,O,8354,40931,37568,39388,727.46,25.00,6574.86,447.79,209.09,25.00,369.77,85.92,159.75,0.00,295.82,66.88
