HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Standardized Payment Amount
92275,Recording of retinal electrical responses to external stimuli,N,O,1797,68186,60910,67354,240.31,156.61,119.91,121.62
92283,Extended color vision examination,N,F,35,134,122,134,51.20,11.45,8.70,8.19
92283,Extended color vision examination,N,O,995,10562,9370,10331,76.96,50.88,38.79,39.89
92284,Evaluation of eye adaptation to light and dark (rods and cones),N,F,7,131,131,131,50.12,12.97,9.77,9.46
92284,Evaluation of eye adaptation to light and dark (rods and cones),N,O,133,8550,6822,7965,92.09,51.93,38.81,40.30
92285,Photography of content of eyes,N,F,891,12401,11123,12268,54.87,3.96,2.90,2.95
92285,Photography of content of eyes,N,O,11735,328100,276751,320620,73.00,18.95,14.15,14.34
92286,Microscopic evaluation of deep cells of the eye,N,F,181,2195,1933,2194,149.69,23.57,16.97,16.29
92286,Microscopic evaluation of deep cells of the eye,N,O,3508,138058,121949,134567,180.96,36.47,27.50,27.26
92287,Imaging and evaluation of deep cells of the eye,N,O,138,3329,2939,3328,207.20,134.75,103.61,97.15
92311,Measurement of curvature of cornea with contact lens fitting,N,F,39,70,67,70,234.82,59.49,42.23,41.47
92311,Measurement of curvature of cornea with contact lens fitting,N,O,302,405,380,405,142.13,94.90,69.52,76.48
92312,Measurement of curvature of both corneas with contact lens fitting,N,O,137,186,182,186,151.51,103.60,76.41,86.78
92313,Measurement of curvature of cornea with contact lens fitting to cornea and sclera,N,F,7,14,13,13,253.50,49.62,34.19,36.90
92313,Measurement of curvature of cornea with contact lens fitting to cornea and sclera,N,O,108,234,218,225,197.43,83.56,61.56,74.43
92315,Measurement of curvature of the cornea with contact lens fitting,N,O,27,34,33,34,93.20,63.13,47.07,56.45
92316,Measurement of curvature of both corneas with contact lens fitting,N,O,22,93,77,93,132.51,90.30,68.33,70.74
92325,Modification of contact lens and medical supervision of adaptation,N,O,140,460,387,460,46.25,32.46,21.78,29.35
92326,Replacement of contact lens,N,O,257,941,727,904,65.16,30.58,21.04,24.80
92499,Service or surgery of the eye,N,F,27,96,96,96,167.22,37.88,29.61,29.61
92499,Service or surgery of the eye,N,O,226,6561,3775,4398,154.49,48.48,37.61,37.61
92502,"Examination of head, neck, including ears, nose and throat under general anesthesia",N,F,297,458,439,456,305.58,95.39,72.15,74.75
92502,"Examination of head, neck, including ears, nose and throat under general anesthesia",N,O,26,38,37,38,253.16,93.98,67.87,73.51
92504,Diagnostic examination of ear and nose,N,F,758,13290,10425,13284,72.02,9.60,6.95,7.04
92504,Diagnostic examination of ear and nose,N,O,4329,197094,137397,196296,74.15,30.85,22.60,22.56
92507,"Treatment of speech, language, voice, communication, and/or hearing processing disorder",N,F,15,459,200,459,144.78,71.95,55.72,58.45
92507,"Treatment of speech, language, voice, communication, and/or hearing processing disorder",N,O,2099,145441,17035,145353,127.57,80.26,61.82,61.48
92508,"Group treatment of speech, language, voice, communication, and/or hearing processing disorder",N,O,56,2744,246,2744,57.96,23.28,17.81,17.76
92511,Examination of the nose and throat using an endoscope,N,F,1578,7188,6179,7187,301.27,49.18,36.79,37.21
92511,Examination of the nose and throat using an endoscope,N,O,3831,56139,47178,56134,316.93,139.56,104.99,105.18
92512,Analysis of nasal resistance during breathing,N,F,13,59,52,59,125.92,30.20,22.66,21.77
92512,Analysis of nasal resistance during breathing,N,O,190,6365,4504,6365,111.91,67.89,52.45,47.76
92516,Tests for facial paralysis disorders,N,F,30,176,167,176,376.43,24.14,18.93,18.53
92516,Tests for facial paralysis disorders,N,O,46,80,74,79,161.02,68.77,52.08,53.64
92520,Functional assessment of the voice box,N,F,15,116,109,116,95.98,42.79,32.96,36.56
92520,Functional assessment of the voice box,N,O,417,8098,6705,8098,190.63,75.63,57.79,58.10
92521,Evaluation of speech fluency,N,O,91,145,142,145,210.87,110.17,85.42,87.22
92522,Evaluation of speech sound production,N,O,454,2350,1935,2350,224.75,91.18,68.97,69.33
92523,Evaluation of speech sound production with evaluation of language comprehension and expression,N,F,5,52,47,52,314.42,185.69,145.17,150.69
92523,Evaluation of speech sound production with evaluation of language comprehension and expression,N,O,894,6726,6247,6730,262.58,195.03,150.21,148.24
92524,Behavioral and qualitative analysis of voice and resonance,N,F,22,125,117,125,223.73,93.18,70.98,73.55
92524,Behavioral and qualitative analysis of voice and resonance,N,O,977,9893,9254,9891,242.11,96.44,74.29,74.50
92526,Treatment of swallowing and/or oral feeding function,N,F,22,575,231,575,195.75,83.28,64.06,66.97
92526,Treatment of swallowing and/or oral feeding function,N,O,1048,36348,5994,36347,147.35,88.09,68.25,67.76
92540,"Observation, testing, and recording of abnormal eye movement",N,F,340,5764,5688,5764,239.13,81.92,62.49,62.60
92540,"Observation, testing, and recording of abnormal eye movement",N,O,5099,86644,84391,86004,262.21,100.86,76.51,76.37
92541,Observation and recording of abnormal eye movement,N,F,106,1244,1212,1244,76.03,21.66,16.07,15.81
92541,Observation and recording of abnormal eye movement,N,O,1472,21578,19334,21499,104.00,31.24,23.63,23.07
92542,Observation and recording from multiple positions of abnormal eye movements,N,F,98,1087,1041,1087,74.85,18.02,13.49,13.22
92542,Observation and recording from multiple positions of abnormal eye movements,N,O,2377,50315,44947,49790,95.32,25.10,18.96,18.68
92543,Assessment and recording of balance system during irrigation of both ears,N,F,360,17490,5921,5983,41.32,5.93,4.55,1.68
92543,Assessment and recording of balance system during irrigation of both ears,N,O,5367,339018,91771,92768,62.95,15.46,11.87,3.65
92544,Complex eye movement test while viewing objects in visual field,N,F,31,128,128,128,45.94,13.85,10.40,10.66
92544,Complex eye movement test while viewing objects in visual field,N,O,490,5592,4876,5284,110.83,24.68,18.99,18.48
92545,Assessment and recording of abnormal eye movement while tracking moving object,N,F,43,445,445,445,45.13,12.51,9.31,9.16
92545,Assessment and recording of abnormal eye movement while tracking moving object,N,O,777,12624,10260,10855,84.72,21.78,16.84,16.11
92546,Assessment and recording of abnormal eye movement with patient in a rotating chair,N,F,113,2792,2750,2789,103.98,15.75,12.10,11.91
92546,Assessment and recording of abnormal eye movement with patient in a rotating chair,N,O,2668,90449,63405,66458,182.29,101.93,79.04,76.47
92547,Use of vertical electrodes during eye or balance evaluation,N,F,2,252,219,250,14.94,6.86,5.38,4.76
92547,Use of vertical electrodes during eye or balance evaluation,N,O,2999,166024,52090,54541,30.86,6.36,4.92,3.50
92548,Assessment of balance and postural instability,N,F,71,1146,1105,1146,136.05,27.22,20.90,20.25
92548,Assessment of balance and postural instability,N,O,994,34328,31849,34224,183.28,97.43,74.61,72.20
92550,Assessment of eardrum and muscle function,N,F,156,3434,3343,3434,68.30,22.26,16.64,15.88
92550,Assessment of eardrum and muscle function,N,O,5544,267484,252085,267475,67.15,21.88,16.13,15.68
92552,Pure tone air conduction threshold hearing assessment,N,F,12,377,375,377,30.04,25.90,18.62,22.55
92552,Pure tone air conduction threshold hearing assessment,N,O,8463,93057,88801,93018,50.50,30.72,21.71,22.04
92553,Pure tone air and bone conduction hearing assessment,N,F,6,23,23,23,41.07,37.59,26.93,26.41
92553,Pure tone air and bone conduction hearing assessment,N,O,4686,41931,39776,41926,67.21,37.11,27.11,27.18
92555,Assessment of speech hearing loss,N,F,7,29,29,29,25.31,22.24,16.30,16.97
92555,Assessment of speech hearing loss,N,O,2791,13929,13438,13926,44.57,23.00,16.68,16.80
92556,Assessment of hearing loss and speech recognition,N,F,4,263,263,263,30.51,30.51,21.55,26.34
92556,Assessment of hearing loss and speech recognition,N,O,3259,36967,35674,36967,63.94,35.43,25.43,26.53
92557,Air and bone conduction assessment of hearing loss and speech recognition,N,F,447,19203,18478,19203,105.25,33.14,24.16,24.15
92557,Air and bone conduction assessment of hearing loss and speech recognition,N,O,12601,1106563,1055314,1106508,103.72,38.27,27.56,27.55
92558,Placement of ear probe for computerized measurement and automated analysis of sound,N,O,53,197,194,197,92.30,34.37,24.80,24.80
92561,Diagnostic hearing loss test,N,O,52,619,610,619,58.53,42.90,32.31,28.33
92562,Comparison assessment of hearing tones in one or both ears,N,O,71,2599,2520,2599,61.73,50.30,38.03,34.96
92563,Hearing test using earphones,N,F,5,961,927,961,38.51,34.99,27.43,23.98
92563,Hearing test using earphones,N,O,447,22502,21956,22502,47.42,33.78,25.68,23.23
92564,Hearing test using earphones,N,O,32,1255,1240,1255,71.61,32.60,24.89,21.70
92565,Assessment of simultaneous but different hearing tones in same ear,N,O,350,2050,1952,2050,30.83,15.72,11.46,12.19
92567,Eardrum testing using ear probe,N,F,430,11631,11179,11631,40.11,11.09,8.06,8.12
92567,Eardrum testing using ear probe,N,O,13642,729071,671139,729004,44.51,14.65,10.71,10.85
92568,Assessment of hearing loss with placement of probe in ear to assess ear bone contraction,N,F,10,26,26,26,34.04,15.72,11.60,11.69
92568,Assessment of hearing loss with placement of probe in ear to assess ear bone contraction,N,O,1064,12451,11828,12445,39.76,16.32,12.20,11.83
92570,Detection of middle ear fluid with assessment of eardrum and muscle function,N,F,54,763,682,763,76.89,31.50,23.91,23.21
92570,Detection of middle ear fluid with assessment of eardrum and muscle function,N,O,1839,54956,53418,54955,86.69,33.72,24.95,24.25
92571,Assessment of hearing using speech test with tone filtering,N,O,89,3333,3302,3333,46.59,28.99,21.51,19.97
92572,Assessment of hearing using speech test with tone filtering,N,O,10,28,28,28,71.29,44.46,34.85,38.92
92575,Assessment of hearing using different tone pitches,N,O,27,728,591,723,77.80,69.62,52.73,56.98
92576,Assessment of hearing loss using grammatically incorrect sentences,N,O,20,418,416,418,33.75,31.10,22.78,25.96
92577,Assessment of two simultaneous words at different tones in same ear,N,O,111,1103,945,1103,39.13,19.34,14.46,14.62
92579,Hearing test for children,N,F,22,73,71,73,86.22,38.65,27.28,26.78
92579,Hearing test for children,N,O,539,1514,1488,1514,101.50,43.26,30.16,29.79
92582,Hearing tests for children,N,O,274,713,653,713,128.37,71.89,53.52,50.92
92583,Hearing test in a booth,N,O,68,159,154,159,71.73,56.62,43.04,39.26
92584,Testing of nerve from ear to brain (cochlear),N,F,4,20,20,20,246.55,71.07,53.36,56.02
92584,Testing of nerve from ear to brain (cochlear),N,O,1108,12834,12643,12834,205.28,70.00,53.67,54.79
92585,Placement of scalp electrodes for assessment and recording of responses from several areas of the nerve-brain hearing system,N,F,607,3591,3220,3590,177.28,33.25,25.36,34.21
92585,Placement of scalp electrodes for assessment and recording of responses from several areas of the nerve-brain hearing system,N,O,2662,38979,35475,38765,295.98,134.18,102.85,100.48
92586,"Placement of scalp electrodes for assessment and recording of responses from several areas of the nerve-brain hearing system, infant",N,O,177,1154,1015,1154,192.61,84.26,64.21,64.62
92587,Placement of ear probe for computerized measurement of sound with interpretation and report,N,F,118,553,549,553,52.36,21.13,15.59,15.05
92587,Placement of ear probe for computerized measurement of sound with interpretation and report,N,O,3228,87480,83815,87265,94.33,23.29,17.18,16.41
92588,Placement of ear probe for computerized cochlear assessment of repeated sounds with interpretation and report,N,F,87,1241,954,1241,104.09,33.49,25.75,24.49
92588,Placement of ear probe for computerized cochlear assessment of repeated sounds with interpretation and report,N,O,2489,103463,95420,102699,130.50,34.73,26.18,25.26
92596,Hearing test in soundproof booth,N,O,8,11,11,11,52.91,35.21,27.60,33.42
92597,Evaluation for use and/or fitting of voice prosthetic device to supplement oral speech,N,F,13,33,30,33,237.21,71.57,56.11,57.54
92597,Evaluation for use and/or fitting of voice prosthetic device to supplement oral speech,N,O,201,2437,1222,2435,263.88,71.80,53.36,54.68
92603,"Analysis and programming of inner ear (cochlear) implant, patient age 7 years or older",N,F,22,68,65,68,400.41,122.45,91.34,94.26
92603,"Analysis and programming of inner ear (cochlear) implant, patient age 7 years or older",N,O,423,1926,1796,1917,304.88,147.23,109.61,111.70
92604,"Analysis and reprogramming of inner ear (cochlear) implant, patient age 7 years or older",N,F,33,568,318,565,240.09,67.89,48.04,49.69
92604,"Analysis and reprogramming of inner ear (cochlear) implant, patient age 7 years or older",N,O,675,16094,8593,15929,226.76,88.77,63.45,64.73
92607,Evaluation of patient with prescription of speech-generating and alternative communication device,N,O,97,247,216,247,271.80,124.03,93.22,92.71
92608,Evaluation and prescription of speech-generating and alternative communication device,N,O,30,87,54,54,87.39,52.31,41.01,26.88
92609,Therapeutic services for use of speech-generating device with programming,N,O,169,8621,749,8620,137.01,111.78,85.95,86.55
92610,Evaluation of swallowing function,N,F,36,226,209,226,177.83,71.41,53.90,63.51
92610,Evaluation of swallowing function,N,O,1062,9678,8955,9678,207.22,87.94,67.42,66.17
92611,Fluoroscopic and video recorded motion evaluation of swallowing function,N,F,41,338,331,338,252.08,89.60,68.61,70.38
92611,Fluoroscopic and video recorded motion evaluation of swallowing function,N,O,227,5989,5775,5988,231.02,90.66,70.15,71.54
92612,Evaluation and recording of swallowing using an endoscope,N,F,79,346,326,346,373.12,70.60,54.67,89.77
92612,Evaluation and recording of swallowing using an endoscope,N,O,341,2801,2396,2801,589.27,185.03,143.15,139.40
92613,"Evaluation, recording, and interpretation of swallowing using an endoscope",N,F,74,3275,2959,3275,129.24,36.53,28.46,29.91
92613,"Evaluation, recording, and interpretation of swallowing using an endoscope",N,O,106,4003,3566,4003,167.55,39.21,30.52,29.96
92614,Evaluation and recording of voice box sensory function using an endoscope,N,O,27,542,507,542,350.04,162.04,126.04,117.90
92615,"Evaluation, recording, and interpretation of voice box sensory function using an endoscope",N,O,22,606,550,606,74.24,35.31,27.27,26.80
92616,Evaluation and recording of swallowing and voice box sensory function using an endoscope,N,F,24,725,559,725,483.72,114.89,89.97,87.54
92616,Evaluation and recording of swallowing and voice box sensory function using an endoscope,N,O,117,1873,1670,1873,515.41,233.59,182.20,166.44
92617,"Evaluation, recording, and interpretation of swallowing and voice box sensory function using an endoscope",N,F,18,709,539,709,149.78,47.82,37.49,33.69
92617,"Evaluation, recording, and interpretation of swallowing and voice box sensory function using an endoscope",N,O,62,1015,880,1015,151.74,47.17,36.23,32.87
92620,Evaluation of hearing function brain responses first 60 minutes,N,O,83,2863,1591,2863,201.56,71.85,55.06,53.66
92621,Evaluation of hearing function brain responses,N,O,21,55,23,23,62.08,23.74,18.61,11.04
92625,Hearing assessment of abnormal sounds,N,F,12,134,126,134,150.73,66.06,51.03,49.55
92625,Hearing assessment of abnormal sounds,N,O,743,7168,5521,7168,153.12,72.54,55.18,53.86
92626,Evaluation of hearing rehabilitation first hour,N,F,39,997,671,997,218.44,80.26,61.66,60.14
92626,Evaluation of hearing rehabilitation first hour,N,O,806,19155,14735,19155,176.82,93.84,69.03,67.27
92627,Evaluation of hearing rehabilitation,N,F,5,41,27,27,70.10,17.20,13.49,9.59
92627,Evaluation of hearing rehabilitation,N,O,165,5744,1186,2755,100.13,23.41,17.54,8.58
92700,"Ear, nose, or throat procedure",N,F,22,110,107,107,187.39,56.62,44.39,44.39
92700,"Ear, nose, or throat procedure",N,O,196,1286,1150,1193,122.26,35.74,27.34,27.34
92920,Balloon dilation of narrowed or blocked major coronary artery or branch (accessed through the skin),N,F,6205,25490,23930,24592,1619.59,465.59,361.61,377.61
92920,Balloon dilation of narrowed or blocked major coronary artery or branch (accessed through the skin),N,O,29,32,31,31,1553.23,487.97,382.57,378.20
92924,"Removal of plaque of major coronary artery or branch, accessed through the skin",N,F,830,1329,1267,1292,1828.04,630.86,491.70,494.42
92928,"Catheter insertion of stents in major coronary artery or branch, accessed through the skin",N,F,8669,232715,196841,208709,1865.95,577.47,447.92,457.14
92928,"Catheter insertion of stents in major coronary artery or branch, accessed through the skin",N,O,211,359,332,336,2127.18,582.56,433.37,460.50
92933,"Removal of plaque and insertion of stent in major coronary artery or branch, accessed through the skin",N,F,2312,8177,7435,7662,2082.22,674.53,524.82,522.22
92933,"Removal of plaque and insertion of stent in major coronary artery or branch, accessed through the skin",N,O,12,16,14,14,1633.34,666.83,518.21,503.32
92937,"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel, accessed through the skin",N,F,4742,19966,18246,19039,1808.65,560.59,433.59,448.87
92937,"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel, accessed through the skin",N,O,28,29,28,28,2971.54,548.42,426.23,425.72
92941,"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel during heart attack, accessed through the skin",N,F,6499,50743,48791,49402,2039.33,674.22,521.95,536.48
92941,"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel during heart attack, accessed through the skin",N,O,44,55,53,53,1806.64,660.78,511.86,512.01
92943,"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel, accessed through the skin",N,F,2408,6891,6630,6801,2034.77,668.28,518.50,536.03
92943,"Insertion of stent, removal of plaque and/or balloon dilation of coronary vessel, accessed through the skin",N,O,11,13,13,13,1393.92,519.25,407.09,418.87
92950,Attempt to restart heart and lungs,N,F,31979,79454,78134,78583,825.46,189.67,146.93,146.56
92950,Attempt to restart heart and lungs,N,O,152,177,175,176,550.88,288.02,224.33,237.85
92953,Temporary pacemaker to regulate heart beat,N,F,285,705,618,689,92.87,11.50,8.98,8.69
92960,External shock to heart to regulate heart beat,N,F,22277,151959,139241,151569,506.32,121.90,93.68,95.39
92960,External shock to heart to regulate heart beat,N,O,524,1322,1232,1318,710.07,202.87,155.77,159.62
92961,Internal shock to heart to regulate heart beat,N,F,487,971,919,970,796.90,246.77,191.36,193.04
92961,Internal shock to heart to regulate heart beat,N,O,22,39,33,39,448.49,255.68,194.55,188.16
92970,Placement of internal devices to assist circulation,N,F,59,210,194,210,560.76,191.88,149.88,139.60
92971,Placement of external devices to assist circulation,N,F,19,155,22,155,302.76,91.98,72.11,73.81
92971,Placement of external devices to assist circulation,N,O,90,1498,152,1479,317.45,95.50,64.94,76.20
92973,"Removal of blood clot in heart artery, accessed through the skin",N,F,1764,3614,3560,3591,567.54,182.01,141.75,143.11
92974,Insertion of radiation delivery device into heart artery via catheter,N,F,64,161,155,158,569.89,173.15,134.95,130.78
92975,Infusion of heart artery to dissolve blood clot with X-ray imaging,N,F,111,318,313,318,987.27,226.78,176.12,181.52
92977,Infusion of drug into vein to dissolve coronary blood clot,N,F,3,12,12,12,838.37,117.71,92.28,99.42
92978,Ultrasound evaluation of heart blood vessel or graft,N,F,4704,34054,32896,34023,362.43,91.65,71.19,71.79
92978,Ultrasound evaluation of heart blood vessel or graft,N,O,35,44,44,44,923.42,138.76,108.79,107.83
92979,Ultrasound evaluation of heart blood vessel or graft,N,F,1619,5864,5216,5307,251.92,73.56,57.13,55.33
92986,"Catheter based repair of left lower heart (aortic) valve, accessed through the skin",N,F,917,3805,3759,3805,4161.39,1347.89,1053.81,1057.20
92987,"Catheter based repair of heart valve (mitral) between left upper and lower chambers, accessed through the skin",N,F,118,206,202,206,4416.28,1398.78,1091.50,1098.78
92990,"Catheter based repair of heart valve (pulmonary) to lungs, accessed through the skin",N,F,32,37,37,37,4448.49,1019.88,799.59,821.19
92992,Balloon catheter enlargement of opening between two upper heart chambers,N,F,13,14,14,14,3231.39,1088.36,819.43,819.43
92997,"Balloon catheter opening of major lung artery (pulmonary), accessed through the skin",N,F,33,78,75,78,2769.12,615.07,473.50,480.06
92998,"Balloon catheter opening of major lung artery (pulmonary), accessed through the skin",N,F,12,15,15,15,1109.47,326.93,256.31,246.26
93000,Routine EKG using at least 12 leads including interpretation and report,N,F,1529,11422,10502,11289,68.59,16.63,12.14,12.60
93000,Routine EKG using at least 12 leads including interpretation and report,N,O,154150,11427591,8733903,11417730,64.51,16.99,12.09,12.08
93005,Routine electrocardiogram (EKG) with tracing using at least 12 leads,N,F,67,5993,5190,5993,34.05,8.93,6.68,6.17
93005,Routine electrocardiogram (EKG) with tracing using at least 12 leads,N,O,22941,457774,404343,455664,45.23,7.85,5.46,5.75
93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,F,74177,18355665,14027582,17043599,39.59,8.62,6.58,6.44
93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,O,18501,464659,398212,459501,32.60,8.46,6.10,6.23
93015,"Exercise or drug-induced heart and blood vessel stress test with EKG monitoring, physician supervision, interpretation, and report",N,F,52,421,419,419,460.20,69.50,51.08,54.50
93015,"Exercise or drug-induced heart and blood vessel stress test with EKG monitoring, physician supervision, interpretation, and report",N,O,16633,1133299,1111043,1132921,291.75,69.05,52.59,53.79
93016,Exercise or drug-induced heart and blood vessel stress test with EKG monitoring and physician supervision,N,F,20516,1016604,1006722,1016119,85.05,21.89,16.45,16.86
93016,Exercise or drug-induced heart and blood vessel stress test with EKG monitoring and physician supervision,N,O,5229,129750,128271,129705,82.41,21.85,16.50,16.89
93017,Exercise or drug-induced heart and blood vessel stress test with EKG tracing and monitoring,N,O,2832,103882,102428,103863,163.36,29.83,22.88,24.92
93018,"Exercise or drug-induced heart and blood vessel stress test with EKG monitoring, physician interpretation and report",N,F,21640,1184637,1171341,1182955,86.54,14.60,11.01,11.18
93018,"Exercise or drug-induced heart and blood vessel stress test with EKG monitoring, physician interpretation and report",N,O,5249,140613,138869,140571,76.29,14.53,11.07,11.28
93024,Infusion of drug with evaluation of coronary artery spasm response,N,F,66,933,928,933,170.54,60.35,46.94,45.57
93024,Infusion of drug with evaluation of coronary artery spasm response,N,O,22,207,201,201,218.06,99.34,77.00,78.04
93025,Measurement of height of heart beats on EKG,N,F,15,24,24,24,229.29,38.91,27.55,26.62
93025,Measurement of height of heart beats on EKG,N,O,160,1435,1370,1435,544.45,156.50,120.27,115.99
93040,Tracing of electrical activity of heart using 1-3 leads with interpretation and report,N,F,12,26,22,26,53.48,12.36,9.69,10.03
93040,Tracing of electrical activity of heart using 1-3 leads with interpretation and report,N,O,4447,133069,94930,130703,43.15,13.30,9.90,9.51
93041,Tracing of electrical activity of the heart using 1-3 leads,N,O,577,13728,9782,13602,30.22,5.82,4.36,4.30
93042,Interpretation and report of electrical activity of heart using 1-3 leads,N,F,8912,536606,391829,499128,42.92,7.35,5.71,5.24
93042,Interpretation and report of electrical activity of heart using 1-3 leads,N,O,380,5786,2639,5585,26.89,7.32,5.48,5.20
93224,"Heart rhythm tracing, analysis, and interpretation of 48-hour EKG",N,F,60,192,180,192,261.45,80.99,60.45,69.33
93224,"Heart rhythm tracing, analysis, and interpretation of 48-hour EKG",N,O,20266,407266,385466,406965,336.11,85.32,64.02,68.42
93225,Heart rhythm tracing of 48-hour EKG,N,F,8,28,27,28,84.20,22.53,15.09,19.35
93225,Heart rhythm tracing of 48-hour EKG,N,O,10937,129105,124115,129069,119.78,24.82,18.45,19.55
93226,"Heart rhythm analysis, interpretation and report of 48-hour EKG",N,O,2163,168138,159566,168123,371.04,40.48,30.82,28.86
93227,"Heart rhythm tracing, analysis, and interpretation of 48-hour EKG",N,F,12770,256798,236085,255796,108.76,26.65,20.09,20.34
93227,"Heart rhythm tracing, analysis, and interpretation of 48-hour EKG",N,O,10473,140599,134731,140555,98.52,26.59,19.97,20.34
93228,"Heart rhythm tracing, computer analysis, and interpretation of patient-triggered events greater than 24-hour EKG up to 30 days",N,F,1728,14117,13901,14117,90.14,26.18,20.13,20.44
93228,"Heart rhythm tracing, computer analysis, and interpretation of patient-triggered events greater than 24-hour EKG up to 30 days",N,O,7510,73643,71556,73260,108.78,26.23,20.13,20.39
93229,"Heart rhythm tracing, computer analysis, physician prescribed transmission of patient-triggered events greater than 24-hour EKG up to 30 days",N,O,1205,146496,143437,146400,4172.81,866.90,676.36,521.69
93268,Heart rhythm symptom-related tracing and interpretation of 24-hour EKG monitoring up to 30 days,N,O,3028,19106,18036,19071,630.13,206.22,156.56,157.58
93270,Heart rhythm symptom-related tracing of 24-hour EKG monitoring up to 30 days,N,F,4,11,11,11,35.44,8.99,6.55,7.32
93270,Heart rhythm symptom-related tracing of 24-hour EKG monitoring up to 30 days,N,O,6101,56704,55864,56701,111.00,8.67,6.57,6.74
93271,Heart rhythm symptom-related transmission and analysis of 24-hour EKG monitoring up to 30 days,N,O,496,80316,78146,80313,1547.41,202.57,155.58,131.30
93272,Heart rhythm symptom-related interpretation of 24-hour EKG monitoring up to 30 days,N,F,4792,44855,42940,44836,98.93,25.18,19.12,19.45
93272,Heart rhythm symptom-related interpretation of 24-hour EKG monitoring up to 30 days,N,O,8203,60649,58936,60609,83.74,24.90,18.74,19.36
93278,Recording to evaluate height and duration of heart beats through damaged heart tissue,N,F,89,216,209,215,66.87,12.45,9.59,9.67
93278,Recording to evaluate height and duration of heart beats through damaged heart tissue,N,O,120,2325,2257,2320,143.05,27.57,21.00,19.09
93279,"Evaluation, testing, and programming adjustment of permanent single lead pacemaker system with physician analysis, review, and report",N,F,3349,45461,35295,45441,102.41,32.71,23.74,24.04
93279,"Evaluation, testing, and programming adjustment of permanent single lead pacemaker system with physician analysis, review, and report",N,O,10908,167520,122388,166274,126.51,46.05,32.95,33.26
93280,"Evaluation, testing, and programming adjustment of permanent dual lead pacemaker system with physician analysis, review, and report",N,F,5289,221549,163725,221456,123.27,38.68,27.94,28.38
93280,"Evaluation, testing, and programming adjustment of permanent dual lead pacemaker system with physician analysis, review, and report",N,O,14421,890069,597732,883838,146.89,53.96,38.50,38.90
93281,"Evaluation, testing, and programming adjustment of permanent multiple lead pacemaker system with physician analysis, review, and report",N,F,1952,10617,8404,10607,145.82,44.86,33.27,33.96
93281,"Evaluation, testing, and programming adjustment of permanent multiple lead pacemaker system with physician analysis, review, and report",N,O,6046,41342,29353,41137,176.09,62.60,45.58,46.26
93282,"Evaluation, testing, and programming adjustment of permanent single lead cardioverter-defibrillator including physician analysis, review, and report",N,F,2807,34943,25341,34912,145.24,42.79,30.71,31.21
93282,"Evaluation, testing, and programming adjustment of permanent single lead cardioverter-defibrillator including physician analysis, review, and report",N,O,8574,115239,75066,114496,167.83,58.90,41.66,42.17
93283,"Evaluation, testing, and programming adjustment of permanent dual lead cardioverter-defibrillator including physician analysis, review, and report",N,F,3794,64876,46947,64844,173.56,57.75,41.99,42.88
93283,"Evaluation, testing, and programming adjustment of permanent dual lead cardioverter-defibrillator including physician analysis, review, and report",N,O,10401,236240,150831,234583,196.64,76.18,54.55,55.47
93284,"Evaluation, testing, and programming adjustment of permanent multiple lead cardioverter-defibrillator including physician analysis, review, and report",N,F,3418,64246,45856,64212,202.86,62.74,46.17,47.14
93284,"Evaluation, testing, and programming adjustment of permanent multiple lead cardioverter-defibrillator including physician analysis, review, and report",N,O,9594,225987,138729,224724,228.99,83.79,60.94,61.88
93285,"Evaluation, testing, and programming adjustment of implantable, patient activated heart recorder system including physician analysis, review, and report",N,F,740,2880,2115,2879,85.03,25.96,19.29,19.64
93285,"Evaluation, testing, and programming adjustment of implantable, patient activated heart recorder system including physician analysis, review, and report",N,O,2678,14054,9372,14027,109.21,39.66,29.18,29.31
93286,"Evaluation, physician analysis, review, report, and programming adjustment of single, dual, or multiple lead pacemaker system",N,F,1250,10925,7628,8233,56.18,15.35,11.91,11.27
93286,"Evaluation, physician analysis, review, report, and programming adjustment of single, dual, or multiple lead pacemaker system",N,O,327,1331,932,1064,54.11,22.06,16.84,17.17
93287,"Evaluation, physician analysis, review, report, and programming adjustment of single, dual, or multiple lead cardioverter-defibrillator",N,F,1156,9797,6657,7337,101.29,22.89,17.69,16.94
93287,"Evaluation, physician analysis, review, report, and programming adjustment of single, dual, or multiple lead cardioverter-defibrillator",N,O,212,778,576,666,96.26,29.32,22.17,22.58
93288,"Evaluation of parameters of single, dual, or multiple lead pacemaker including device connection, recording, and disconnection",N,F,3628,52148,41692,52127,75.94,21.09,15.27,15.46
93288,"Evaluation of parameters of single, dual, or multiple lead pacemaker including device connection, recording, and disconnection",N,O,10222,301708,204974,298733,96.01,33.01,23.37,23.81
